[1425, 1088]
[chapter-title, [111.0, 119.0, 636.0, 30.0], shoonya_1sRAQ9WRVS56PH, 5758674]
[chapter-title, [111.0, 149.0, 636.0, 30.0], shoonya_1sRAQ9WRVS56PH, 5758674]
[chapter-title, [111.0, 179.0, 636.0, 30.0], shoonya_1sRAQ9WRVS56PH, 5758674]
[paragraph, [96.0, 272.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 290.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 308.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 326.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 344.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 362.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 380.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 398.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 416.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 434.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 452.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 470.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 488.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 506.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 524.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 542.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 560.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 578.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [96.0, 596.0, 863.0, 18.0], oxvg1s22BE, 5758674]
[paragraph, [92.0, 623.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 641.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 659.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 677.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 695.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 713.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 731.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 749.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 767.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 785.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [92.0, 803.0, 866.0, 18.0], shoonya_2sVSSDT72CDIL0, 5758674]
[paragraph, [87.0, 843.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 861.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 879.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 897.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 915.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 933.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 951.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 969.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 987.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1005.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1023.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1041.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1059.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1077.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1095.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [87.0, 1113.0, 875.0, 18.0], shoonya_4sCKBUYII8CPY6, 5758674]
[paragraph, [88.0, 1153.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [88.0, 1171.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [88.0, 1189.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [88.0, 1207.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [88.0, 1225.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [88.0, 1243.0, 876.0, 18.0], B8BcqTd0MC, 5758674]
[paragraph, [89.0, 1277.0, 874.0, 18.0], YoTbgPhpXr, 5758674]
[paragraph, [89.0, 1295.0, 874.0, 18.0], YoTbgPhpXr, 5758674]
[paragraph, [89.0, 1313.0, 874.0, 18.0], YoTbgPhpXr, 5758674]
[folio, [800.0, 1355.0, 155.0, 18.0], SvrhfBjGOP, 5758674]
[folio, [800.0, 1373.0, 155.0, 18.0], SvrhfBjGOP, 5758674]
