[1987, 1270]
[folio, [581.0, 119.0, 108.0, 36.0], shoonya_0sB83P4YW7P2XX, 5682391]
[paragraph, [127.0, 189.0, 1011.0, 36.0], shoonya_3sCPE1YD1G6VPF, 5682391]
[paragraph, [127.0, 225.0, 1011.0, 36.0], shoonya_3sCPE1YD1G6VPF, 5682391]
[paragraph, [176.0, 299.0, 230.0, 36.0], shoonya_4sQJ4BNN1C8AQD, 5682391]
[paragraph, [178.0, 349.0, 609.0, 36.0], shoonya_5s5R5EHAW9LE87, 5682391]
[paragraph, [125.0, 399.0, 1016.0, 36.0], shoonya_6sETJSIYHDU3SH, 5682391]
[paragraph, [125.0, 435.0, 1016.0, 36.0], shoonya_6sETJSIYHDU3SH, 5682391]
[paragraph, [125.0, 471.0, 1016.0, 36.0], shoonya_6sETJSIYHDU3SH, 5682391]
[paragraph, [125.0, 507.0, 1016.0, 36.0], shoonya_6sETJSIYHDU3SH, 5682391]
[paragraph, [128.0, 558.0, 1019.0, 36.0], shoonya_7s1IOBRX8YPBHA, 5682391]
[paragraph, [128.0, 594.0, 1019.0, 36.0], shoonya_7s1IOBRX8YPBHA, 5682391]
[paragraph, [128.0, 630.0, 1019.0, 36.0], shoonya_7s1IOBRX8YPBHA, 5682391]
[paragraph, [128.0, 666.0, 1019.0, 36.0], shoonya_7s1IOBRX8YPBHA, 5682391]
[paragraph, [128.0, 702.0, 1019.0, 36.0], shoonya_7s1IOBRX8YPBHA, 5682391]
[paragraph, [127.0, 767.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 803.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 839.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 875.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 911.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 947.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 983.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 1019.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [127.0, 1055.0, 1019.0, 36.0], shoonya_8s4IYCWFR4IAE7, 5682391]
[paragraph, [126.0, 1134.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1170.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1206.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1242.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1278.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1314.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1350.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1386.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1422.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1458.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1494.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1530.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1566.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1602.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1638.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1674.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1710.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [126.0, 1746.0, 1019.0, 36.0], TO3CLl0yGr, 5682391]
[paragraph, [168.0, 1817.0, 976.0, 36.0], ZtrT-hopfg, 5682391]
