[1300, 827]
[paragraph, [65.0, 74.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 92.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 110.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 128.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 146.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 164.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 182.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 200.0, 700.0, 18.0], shoonya_1sY96VJSCA0PPM, 6471924]
[paragraph, [65.0, 234.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 252.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 270.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 288.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 306.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 324.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 342.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [65.0, 360.0, 699.0, 18.0], PI6no6Iug_, 6471924]
[paragraph, [64.0, 392.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 410.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 428.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 446.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 464.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 482.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 500.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 518.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 536.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 554.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 572.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 590.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 608.0, 698.0, 18.0], p1Se1wA2BJ, 6471924]
[paragraph, [64.0, 642.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 660.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 678.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 696.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 714.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 732.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 750.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 768.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 786.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 804.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 822.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 840.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 858.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 876.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 894.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 912.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 930.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 948.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 966.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 984.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1002.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1020.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1038.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1056.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1074.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1092.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1110.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1128.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1146.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1164.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[paragraph, [64.0, 1182.0, 700.0, 18.0], f8jPgMtl-Y, 6471924]
[folio, [540.0, 1224.0, 69.0, 18.0], shoonya_0s7O4RXLWPC2QA, 6471924]
