[688, 400]
[folio, [88.0, 29.0, 227.0, 18.0], 64s625xGPT, 5748215]
[paragraph, [14.0, 64.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 82.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 100.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 118.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 136.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 154.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 172.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 190.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 208.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 226.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 244.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 262.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 280.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 298.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 316.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 334.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 352.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 370.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 388.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [14.0, 406.0, 376.0, 18.0], zJgeeTn4R7, 5748215]
[paragraph, [10.0, 431.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 449.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 467.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 485.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 503.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 521.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 539.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 557.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 575.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [10.0, 593.0, 373.0, 18.0], shoonya_0sYULV3VAUSHJY, 5748215]
[paragraph, [12.0, 620.0, 371.0, 18.0], VhDO1e1NKo, 5748215]
[paragraph, [14.0, 645.0, 73.0, 18.0], lJpSK9jPj6, 5748215]
[folio, [89.0, 648.0, 257.0, 18.0], ZsjisxSC2g, 5748215]
