[2339, 1654]
[paragraph, [177.0, 249.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 285.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 321.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 357.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 393.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 429.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 465.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 501.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [177.0, 537.0, 1287.0, 36.0], shoonya_2sDTSBISX34SDH, 5686499]
[paragraph, [187.0, 661.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 697.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 733.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 769.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 805.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 841.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 877.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 913.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 949.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 985.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1021.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1057.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1093.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1129.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1165.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1201.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1237.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [187.0, 1273.0, 1280.0, 36.0], shoonya_1sQ973A4UYRO7G, 5686499]
[paragraph, [195.0, 1375.0, 1274.0, 36.0], shoonya_4s6MK4DEPUTRPJ, 5686499]
[paragraph, [195.0, 1411.0, 1274.0, 36.0], shoonya_4s6MK4DEPUTRPJ, 5686499]
[paragraph, [195.0, 1447.0, 1274.0, 36.0], shoonya_4s6MK4DEPUTRPJ, 5686499]
[paragraph, [195.0, 1483.0, 1274.0, 36.0], shoonya_4s6MK4DEPUTRPJ, 5686499]
[paragraph, [180.0, 1594.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1630.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1666.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1702.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1738.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1774.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1810.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1846.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1882.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1918.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1954.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
[paragraph, [180.0, 1990.0, 1283.0, 36.0], shoonya_0s6WLY1F8VG2GF, 5686499]
