[1320, 1176]
[section-title, [266.0, 97.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 127.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 157.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 187.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 217.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 247.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 277.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[section-title, [266.0, 307.0, 634.0, 30.0], 0wM_Fmwn1D, 5694559]
[headline, [189.0, 350.0, 783.0, 25.5], cdgUR4jkbQ, 5694559]
[contact-info, [130.0, 394.0, 914.0, 18.0], 279BfDjmEq, 5694559]
[contact-info, [130.0, 412.0, 914.0, 18.0], 279BfDjmEq, 5694559]
[sub-section-title, [167.0, 499.0, 397.0, 25.5], EKibrgve4B, 5694559]
[paragraph, [164.0, 546.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 564.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 582.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 600.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 618.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 636.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 654.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 672.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 690.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 708.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 726.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 744.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 762.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 780.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 798.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 816.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 834.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 852.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 870.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 888.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [164.0, 906.0, 923.0, 18.0], shoonya_0sZDX4LG3F64M2, 5694559]
[paragraph, [160.0, 929.0, 926.0, 18.0], S8yh_CqHb3, 5694559]
[paragraph, [160.0, 947.0, 926.0, 18.0], S8yh_CqHb3, 5694559]
[paragraph, [160.0, 965.0, 926.0, 18.0], S8yh_CqHb3, 5694559]
[paragraph, [160.0, 983.0, 926.0, 18.0], S8yh_CqHb3, 5694559]
[paragraph, [162.0, 1019.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1037.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1055.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1073.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1091.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1109.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1127.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1145.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1163.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1181.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
[paragraph, [162.0, 1199.0, 923.0, 18.0], GJxzqV8sCi, 5694559]
