[576, 360]
[author, [125.0, 89.0, 108.0, 18.0], dinWCKQBYe, 6516019]
[paragraph, [31.0, 127.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 145.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 163.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 181.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 199.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 217.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 235.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 253.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 271.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 289.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 307.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 325.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 343.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [31.0, 361.0, 327.0, 18.0], shoonya_0sOKM9RZZW693Z, 6516019]
[paragraph, [25.0, 408.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
[paragraph, [25.0, 426.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
[paragraph, [25.0, 444.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
[paragraph, [25.0, 462.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
[paragraph, [25.0, 480.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
[paragraph, [25.0, 498.0, 316.0, 18.0], shoonya_1sCS6OCVDJKVIR, 6516019]
