[792, 519]
[chapter-title, [151.0, 120.0, 258.0, 30.0], shoonya_0s97B2LNQQQV9C, 6461091]
[paragraph, [32.0, 204.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 222.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 240.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 258.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 276.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 294.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [32.0, 312.0, 475.0, 18.0], DizmB-vFHh, 6461091]
[paragraph, [34.0, 339.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 357.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 375.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 393.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 411.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 429.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 447.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 465.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 483.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 501.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 519.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 537.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 555.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 573.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 591.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 609.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [34.0, 627.0, 475.0, 18.0], LLBUfVM2HN, 6461091]
[paragraph, [23.0, 649.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 667.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 685.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 703.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 721.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 739.0, 491.0, 18.0], sJnSMABrMY, 6461091]
[paragraph, [23.0, 757.0, 491.0, 18.0], sJnSMABrMY, 6461091]
