[1350, 975]
[section-title, [113.0, 118.0, 256.0, 30.0], shoonya_4sBVALTUC8V59D, 6473786]
[paragraph, [111.0, 185.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 203.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 221.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 239.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 257.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 275.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 293.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 311.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 329.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 347.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [111.0, 365.0, 753.0, 18.0], shoonya_2sEJ0KEJB1N1FB, 6473786]
[paragraph, [110.0, 415.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 433.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 451.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 469.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 487.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 505.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 523.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 541.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 559.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 577.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 595.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 613.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 631.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 649.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 667.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 685.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 703.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 721.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 739.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 757.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 775.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[paragraph, [110.0, 793.0, 756.0, 18.0], shoonya_1s4ZOW07I1H1N1, 6473786]
[section-title, [113.0, 834.0, 228.0, 30.0], shoonya_6s1SJMK5IPUN31, 6473786]
[paragraph, [111.0, 901.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 919.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 937.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 955.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 973.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 991.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1009.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1027.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1045.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1063.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1081.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1099.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1117.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1135.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1153.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
[paragraph, [111.0, 1171.0, 755.0, 18.0], shoonya_0s7EG4CF7F29K7, 6473786]
