[1031, 622]
[section-title, [267.0, 69.0, 100.0, 30.0], shoonya_1sTHNLZRQL5AZ2, 5709702]
[paragraph, [57.0, 112.0, 508.0, 18.0], uqrtHE6KKh, 5709702]
[paragraph, [57.0, 130.0, 508.0, 18.0], uqrtHE6KKh, 5709702]
[paragraph, [57.0, 148.0, 508.0, 18.0], uqrtHE6KKh, 5709702]
[paragraph, [62.0, 177.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 195.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 213.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 231.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 249.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 267.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 285.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 303.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 321.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 339.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 357.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 375.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 393.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 411.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 429.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 447.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 465.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 483.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 501.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 519.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 537.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 555.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 573.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 591.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 609.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 627.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 645.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 663.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 681.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 699.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 717.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 735.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 753.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 771.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 789.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 807.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 825.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 843.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 861.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 879.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[paragraph, [62.0, 897.0, 504.0, 18.0], shoonya_2sIX0R40EO99C4, 5709702]
[footnote, [67.0, 931.0, 394.0, 18.0], 6rHrBaT0Wd, 5709702]
