[1298, 853]
[section-title, [310.0, 69.0, 225.0, 30.0], shoonya_3s4T7H6ZZOU6N1, 5710021]
[paragraph, [71.0, 118.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 136.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 154.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 172.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 190.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 208.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 226.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 244.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 262.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 280.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 298.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 316.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 334.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 352.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 370.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 388.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 406.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 424.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 442.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 460.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 478.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [71.0, 496.0, 717.0, 18.0], shoonya_0sOLJRSM0YGDX0, 5710021]
[paragraph, [68.0, 526.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 544.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 562.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 580.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 598.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
[paragraph, [68.0, 616.0, 715.0, 18.0], shoonya_1sV635HI13CLTW, 5710021]
