[792, 612]
[paragraph, [63.0, 53.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 71.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 89.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 107.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 125.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 143.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 161.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 179.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 197.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 215.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 233.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 251.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 269.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 287.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 305.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 323.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 341.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 359.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 377.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 395.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 413.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 431.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 449.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 467.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 485.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 503.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 521.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 539.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 557.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 575.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 593.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 611.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 629.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [63.0, 647.0, 158.0, 18.0], shoonya_7s8DI7EE66WWNZ, 6515111]
[paragraph, [226.0, 53.0, 160.0, 18.0], shoonya_6sX4H1O4XRW2DC, 6515111]
[paragraph, [226.0, 71.0, 160.0, 18.0], shoonya_6sX4H1O4XRW2DC, 6515111]
[paragraph, [226.0, 89.0, 160.0, 18.0], shoonya_6sX4H1O4XRW2DC, 6515111]
[paragraph, [226.0, 107.0, 160.0, 18.0], shoonya_6sX4H1O4XRW2DC, 6515111]
[paragraph, [226.0, 125.0, 160.0, 18.0], shoonya_6sX4H1O4XRW2DC, 6515111]
[paragraph, [390.0, 56.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 74.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 92.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 110.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 128.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 146.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 164.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 182.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 200.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [390.0, 218.0, 162.0, 18.0], shoonya_4sXAAUL9X78C07, 6515111]
[paragraph, [226.0, 147.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 165.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 183.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 201.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 219.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 237.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 255.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 273.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 291.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 309.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 327.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [226.0, 345.0, 159.0, 18.0], shoonya_1sMIP6YH92M33N, 6515111]
[paragraph, [394.0, 255.0, 158.0, 18.0], shoonya_10sQU9O4E5Y2C0, 6515111]
[paragraph, [391.0, 281.0, 160.0, 18.0], shoonya_13sTZNAWHUS7HB, 6515111]
[paragraph, [392.0, 307.0, 158.0, 18.0], shoonya_17sYE2A3OHQ7CI, 6515111]
[paragraph, [393.0, 334.0, 156.0, 18.0], shoonya_18sSIBTVGDYSY1, 6515111]
[paragraph, [392.0, 360.0, 160.0, 18.0], shoonya_22sC2S6KTRR3OR, 6515111]
[paragraph, [227.0, 371.0, 158.0, 18.0], shoonya_3sTRM53DTGLC2U, 6515111]
[paragraph, [227.0, 389.0, 158.0, 18.0], shoonya_3sTRM53DTGLC2U, 6515111]
[paragraph, [391.0, 398.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 416.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 434.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 452.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 470.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 488.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 506.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [391.0, 524.0, 159.0, 18.0], shoonya_0s9A7Q2MRD6MQ3, 6515111]
[paragraph, [227.0, 424.0, 157.0, 18.0], shoonya_5sPL3INGLYUTUN, 6515111]
[paragraph, [227.0, 442.0, 157.0, 18.0], shoonya_5sPL3INGLYUTUN, 6515111]
[paragraph, [227.0, 464.0, 156.0, 18.0], shoonya_11sD6Z6WTSQEN5, 6515111]
[paragraph, [226.0, 491.0, 158.0, 18.0], shoonya_9sX7AATTHWOL3T, 6515111]
[paragraph, [226.0, 509.0, 158.0, 18.0], shoonya_9sX7AATTHWOL3T, 6515111]
[paragraph, [227.0, 531.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 549.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 567.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 585.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 603.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 621.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 639.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 657.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 675.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [227.0, 693.0, 159.0, 18.0], shoonya_2sLYTU9LN6X80P, 6515111]
[paragraph, [392.0, 572.0, 157.0, 18.0], shoonya_15s5K44KKLM4MI, 6515111]
