[1806, 1262]
[folio, [616.0, 107.0, 462.0, 36.0], shoonya_9sPYY5Q0AJW1GL, 5680731]
[paragraph, [648.0, 182.0, 500.0, 36.0], shoonya_7sVHTQP8RC2YMC, 5680731]
[paragraph, [648.0, 218.0, 500.0, 36.0], shoonya_7sVHTQP8RC2YMC, 5680731]
[paragraph, [648.0, 254.0, 500.0, 36.0], shoonya_7sVHTQP8RC2YMC, 5680731]
[paragraph, [648.0, 290.0, 500.0, 36.0], shoonya_7sVHTQP8RC2YMC, 5680731]
[paragraph, [97.0, 185.0, 498.0, 36.0], shoonya_2sP0WBYK4A5GY3, 5680731]
[paragraph, [97.0, 221.0, 498.0, 36.0], shoonya_2sP0WBYK4A5GY3, 5680731]
[paragraph, [98.0, 258.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 294.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 330.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 366.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 402.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 438.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 474.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 510.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 546.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 582.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 618.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 654.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [98.0, 690.0, 506.0, 36.0], tbCi2oqjj5, 5680731]
[paragraph, [649.0, 327.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 363.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 399.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 435.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 471.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 507.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [649.0, 543.0, 506.0, 36.0], shoonya_5sYFVMCTA524G2, 5680731]
[paragraph, [647.0, 650.0, 507.0, 36.0], shoonya_4s0QGXXTQ0LMSV, 5680731]
[paragraph, [647.0, 686.0, 507.0, 36.0], shoonya_4s0QGXXTQ0LMSV, 5680731]
[paragraph, [647.0, 722.0, 507.0, 36.0], shoonya_4s0QGXXTQ0LMSV, 5680731]
[paragraph, [647.0, 758.0, 507.0, 36.0], shoonya_4s0QGXXTQ0LMSV, 5680731]
[paragraph, [100.0, 735.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 771.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 807.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 843.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 879.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 915.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 951.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 987.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 1023.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 1059.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [100.0, 1095.0, 511.0, 36.0], shoonya_1sUISNYH9J6I5R, 5680731]
[paragraph, [653.0, 791.0, 507.0, 36.0], shoonya_6sTT7UGC1DWTGE, 5680731]
[paragraph, [653.0, 827.0, 507.0, 36.0], shoonya_6sTT7UGC1DWTGE, 5680731]
[paragraph, [653.0, 863.0, 507.0, 36.0], shoonya_6sTT7UGC1DWTGE, 5680731]
[paragraph, [653.0, 899.0, 507.0, 36.0], shoonya_6sTT7UGC1DWTGE, 5680731]
[section-title, [720.0, 935.0, 325.0, 49.5], shoonya_8sMNQ3INIH6EYI, 5680731]
[paragraph, [658.0, 1004.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1040.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1076.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1112.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1148.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1184.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1220.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1256.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1292.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1328.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1364.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1400.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1436.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1472.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1508.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1544.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1580.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1616.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [658.0, 1652.0, 500.0, 36.0], shoonya_0sGTRIUHHMJ6TA, 5680731]
[paragraph, [106.0, 1202.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1238.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1274.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1310.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1346.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1382.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1418.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1454.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1490.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1526.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1562.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1598.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1634.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
[paragraph, [106.0, 1670.0, 515.0, 36.0], shoonya_3sNHNIH93N8PEC, 5680731]
