[1372, 849]
[section-title, [304.0, 67.0, 246.0, 30.0], shoonya_1sNU2LP9VXSHUH, 5710078]
[paragraph, [73.0, 131.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 149.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 167.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 185.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 203.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 221.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 239.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 257.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 275.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 293.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 311.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 329.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 347.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 365.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 383.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [73.0, 401.0, 707.0, 18.0], shoonya_0sVWQ13ODJHW2B, 5710078]
[paragraph, [71.0, 423.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 441.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 459.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 477.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 495.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 513.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 531.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 549.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 567.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 585.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 603.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 621.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 639.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [71.0, 657.0, 711.0, 18.0], shoonya_2sJIXN1GRMEBPG, 5710078]
[paragraph, [72.0, 678.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 696.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 714.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 732.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 750.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 768.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 786.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 804.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 822.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 840.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 858.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 876.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 894.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 912.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 930.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 948.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [72.0, 966.0, 702.0, 18.0], shoonya_3s6HMMQBKCY4BK, 5710078]
[paragraph, [70.0, 1002.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1020.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1038.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1056.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1074.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1092.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1110.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1128.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1146.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1164.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1182.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1200.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1218.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1236.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1254.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
[paragraph, [70.0, 1272.0, 706.0, 18.0], shoonya_5sKUAGPXMQJVZK, 5710078]
