[720, 504]
[folio, [374.0, 73.0, 76.0, 18.0], x-KCsgTN7P, 5652527]
[paragraph, [258.0, 106.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 124.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 142.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 160.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 178.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 196.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 214.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 232.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 250.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 268.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 286.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 304.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 322.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 340.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 358.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 376.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 394.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 412.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [258.0, 430.0, 197.0, 18.0], shoonya_0sMPECKPFINTBL, 5652527]
[paragraph, [47.0, 127.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 145.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 163.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 181.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 199.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 217.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 235.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 253.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 271.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 289.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [47.0, 307.0, 198.0, 18.0], shoonya_2sZL1DIOVNYLPT, 5652527]
[paragraph, [48.0, 329.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 347.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 365.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 383.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 401.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 419.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 437.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 455.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 473.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 491.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 509.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 527.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [48.0, 545.0, 198.0, 18.0], shoonya_1sL8ZO518BVAZM, 5652527]
[paragraph, [267.0, 517.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [267.0, 535.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [267.0, 553.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [267.0, 571.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [267.0, 589.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [267.0, 607.0, 178.0, 18.0], yuSgwdYqoK, 5652527]
[paragraph, [47.0, 566.0, 198.0, 18.0], shoonya_5sXDJ9SQN8SAQ5, 5652527]
[paragraph, [47.0, 584.0, 198.0, 18.0], shoonya_5sXDJ9SQN8SAQ5, 5652527]
[paragraph, [47.0, 602.0, 198.0, 18.0], shoonya_5sXDJ9SQN8SAQ5, 5652527]
[footnote, [203.0, 672.0, 94.0, 18.0], shoonya_3sK9IFBDHRSF33, 5652527]
