[792, 612]
[ordered-list, [406.0, 86.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 104.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 122.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 140.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 158.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 176.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 194.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 212.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 230.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 248.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 266.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 284.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 302.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 320.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 338.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 356.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 374.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 392.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 410.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 428.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 446.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 464.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 482.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 500.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 518.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 536.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 554.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 572.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 590.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [406.0, 608.0, 161.0, 18.0], zOmzejOjJ7, 6515582]
[ordered-list, [225.0, 88.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 106.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 124.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 142.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 160.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 178.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 196.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 214.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 232.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 250.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 268.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 286.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 304.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 322.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 340.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 358.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 376.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 394.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 412.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 430.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 448.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 466.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 484.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 502.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 520.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 538.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 556.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 574.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 592.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 610.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 628.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[ordered-list, [225.0, 646.0, 160.0, 18.0], SaRgI-uF0K, 6515582]
[paragraph, [50.0, 90.0, 150.0, 18.0], ee6aYExmeE, 6515582]
[paragraph, [50.0, 108.0, 150.0, 18.0], ee6aYExmeE, 6515582]
[paragraph, [50.0, 175.0, 150.0, 18.0], Px4a6m-75z, 6515582]
[paragraph, [50.0, 193.0, 150.0, 18.0], Px4a6m-75z, 6515582]
[paragraph, [50.0, 211.0, 150.0, 18.0], Px4a6m-75z, 6515582]
[paragraph, [50.0, 229.0, 150.0, 18.0], Px4a6m-75z, 6515582]
[paragraph, [50.0, 265.0, 150.0, 18.0], yhx3zqbxoc, 6515582]
[ordered-list, [50.0, 296.0, 151.0, 18.0], pJ8Snawtzf, 6515582]
[ordered-list, [49.0, 325.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 343.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 361.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 379.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 397.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 415.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 433.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 451.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 469.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 487.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 505.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 523.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 541.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 559.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 577.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 595.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 613.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[ordered-list, [49.0, 631.0, 152.0, 18.0], svQ2ypkFmC, 6515582]
[sub-unordered-list, [67.0, 386.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 404.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 422.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 440.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 458.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 476.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 494.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 512.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 530.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[sub-unordered-list, [67.0, 548.0, 116.0, 18.0], f_CeAymEzM, 6515582]
[paragraph, [403.0, 643.0, 159.0, 18.0], Hho7ZoboYr, 6515582]
[paragraph, [403.0, 661.0, 159.0, 18.0], Hho7ZoboYr, 6515582]
