[1818, 1374]
[folio, [488.0, 106.0, 409.0, 36.0], shoonya_1sMICOPYXMD3CW, 5681916]
[paragraph, [699.0, 178.0, 568.0, 36.0], mPxycoS33v, 5681916]
[paragraph, [699.0, 214.0, 568.0, 36.0], mPxycoS33v, 5681916]
[paragraph, [699.0, 250.0, 568.0, 36.0], mPxycoS33v, 5681916]
[paragraph, [699.0, 286.0, 568.0, 36.0], mPxycoS33v, 5681916]
[paragraph, [112.0, 179.0, 563.0, 36.0], shoonya_3sA6BLQOQC1C1B, 5681916]
[paragraph, [112.0, 215.0, 563.0, 36.0], shoonya_3sA6BLQOQC1C1B, 5681916]
[paragraph, [111.0, 269.0, 561.0, 36.0], AF3t_47HHo, 5681916]
[paragraph, [111.0, 305.0, 561.0, 36.0], AF3t_47HHo, 5681916]
[paragraph, [695.0, 350.0, 573.0, 36.0], qHdKbrpeuK, 5681916]
[paragraph, [695.0, 386.0, 573.0, 36.0], qHdKbrpeuK, 5681916]
[paragraph, [695.0, 422.0, 573.0, 36.0], qHdKbrpeuK, 5681916]
[paragraph, [695.0, 458.0, 573.0, 36.0], qHdKbrpeuK, 5681916]
[paragraph, [111.0, 353.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 389.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 425.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 461.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 497.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 533.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 569.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 605.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 641.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [111.0, 677.0, 568.0, 36.0], tScy80WOnf, 5681916]
[paragraph, [736.0, 523.0, 252.0, 36.0], 0bvsH4qI_d, 5681916]
[paragraph, [697.0, 566.0, 570.0, 36.0], lOqgBRynfZ, 5681916]
[paragraph, [697.0, 602.0, 570.0, 36.0], lOqgBRynfZ, 5681916]
[paragraph, [697.0, 638.0, 570.0, 36.0], lOqgBRynfZ, 5681916]
[paragraph, [697.0, 674.0, 570.0, 36.0], lOqgBRynfZ, 5681916]
[paragraph, [108.0, 736.0, 568.0, 36.0], B4mBcHRt5x, 5681916]
[paragraph, [108.0, 772.0, 568.0, 36.0], B4mBcHRt5x, 5681916]
[paragraph, [108.0, 808.0, 568.0, 36.0], B4mBcHRt5x, 5681916]
[paragraph, [697.0, 736.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 772.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 808.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 844.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 880.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 916.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 952.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 988.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [697.0, 1024.0, 573.0, 36.0], tMbyuSfnlS, 5681916]
[paragraph, [108.0, 865.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 901.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 937.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 973.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1009.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1045.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1081.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1117.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1153.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1189.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1225.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1261.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1297.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1333.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1369.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1405.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [108.0, 1441.0, 573.0, 36.0], 0mr2lSD-xw, 5681916]
[paragraph, [700.0, 1076.0, 570.0, 36.0], NBY5DvKWYx, 5681916]
[paragraph, [700.0, 1112.0, 570.0, 36.0], NBY5DvKWYx, 5681916]
[paragraph, [700.0, 1148.0, 570.0, 36.0], NBY5DvKWYx, 5681916]
[paragraph, [695.0, 1205.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1241.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1277.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1313.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1349.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1385.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1421.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1457.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
[paragraph, [695.0, 1493.0, 575.0, 36.0], TsgAcYa7iR, 5681916]
