[4210, 2975]
[ordered-list, [453.0, 232.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 284.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 337.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 389.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 442.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 494.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 547.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 599.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 652.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 704.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 757.0, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [453.0, 809.5, 2188.0, 52.5], shoonya_0s47CY3CJBYLAY, 5698235]
[ordered-list, [301.0, 903.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 955.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1008.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1060.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1113.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1165.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1218.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1270.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1323.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1375.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1428.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1480.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1533.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1585.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1638.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1690.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1743.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1795.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1848.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1900.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 1953.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2005.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2058.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2110.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2163.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2215.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2268.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2320.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2373.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2425.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2478.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2530.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2583.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2635.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2688.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2740.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2793.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2845.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2898.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 2950.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 3003.0, 1710.0, 52.5], M7POfB8rU_, 5698235]
[ordered-list, [301.0, 3055.5, 1710.0, 52.5], M7POfB8rU_, 5698235]
[sub-ordered-list, [455.0, 988.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1040.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1093.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1145.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1198.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1250.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1303.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1355.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1408.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1460.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1513.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1565.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1618.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1670.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1723.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1775.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1828.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1880.5, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [455.0, 1933.0, 1226.0, 52.5], shoonya_6sMCZX1K21SHTI, 5698235]
[sub-ordered-list, [457.0, 2119.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2171.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2224.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2276.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2329.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2381.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2434.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2486.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2539.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2591.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2644.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2696.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2749.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2801.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2854.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2906.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 2959.0, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-ordered-list, [457.0, 3011.5, 1532.0, 52.5], QxFUsfnSPU, 5698235]
[sub-section-title, [1011.0, 3224.0, 970.0, 73.5], -bcne7Va1u, 5698235]
[ordered-list, [334.0, 3317.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3369.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3422.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3474.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3527.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3579.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3632.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3684.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3737.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3789.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3842.0, 1011.0, 52.5], as4cWfjQao, 5698235]
[ordered-list, [334.0, 3894.5, 1011.0, 52.5], as4cWfjQao, 5698235]
[folio, [323.0, 4020.0, 464.0, 52.5], srwZvvXznv, 5698235]
