[2481, 1654]
[folio, [345.0, 107.0, 119.0, 36.0], 4Pkse5VhVq, 5721194]
[paragraph, [221.0, 221.0, 1269.0, 36.0], d-xE-Ba1cg, 5721194]
[paragraph, [221.0, 257.0, 1269.0, 36.0], d-xE-Ba1cg, 5721194]
[paragraph, [221.0, 293.0, 1269.0, 36.0], d-xE-Ba1cg, 5721194]
[paragraph, [221.0, 329.0, 1269.0, 36.0], d-xE-Ba1cg, 5721194]
[paragraph, [219.0, 370.0, 1277.0, 36.0], SvJpdwaFM0, 5721194]
[paragraph, [219.0, 406.0, 1277.0, 36.0], SvJpdwaFM0, 5721194]
[paragraph, [219.0, 442.0, 1277.0, 36.0], SvJpdwaFM0, 5721194]
[paragraph, [219.0, 478.0, 1277.0, 36.0], SvJpdwaFM0, 5721194]
[paragraph, [223.0, 523.0, 1273.0, 36.0], FYFzmHREHg, 5721194]
[paragraph, [223.0, 559.0, 1273.0, 36.0], FYFzmHREHg, 5721194]
[paragraph, [223.0, 595.0, 1273.0, 36.0], FYFzmHREHg, 5721194]
[paragraph, [223.0, 631.0, 1273.0, 36.0], FYFzmHREHg, 5721194]
[paragraph, [225.0, 678.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 714.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 750.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 786.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 822.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 858.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 894.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 930.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 966.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 1002.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 1038.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 1074.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [225.0, 1110.0, 1277.0, 36.0], J7Drs3QlBB, 5721194]
[paragraph, [227.0, 1178.0, 1265.0, 36.0], 6S_LCBPEnc, 5721194]
[paragraph, [227.0, 1214.0, 1265.0, 36.0], 6S_LCBPEnc, 5721194]
[paragraph, [223.0, 1277.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1313.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1349.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1385.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1421.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1457.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1493.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [223.0, 1529.0, 1271.0, 36.0], AmHpYjmcs4, 5721194]
[paragraph, [215.0, 1581.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1617.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1653.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1689.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1725.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1761.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1797.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [215.0, 1833.0, 1283.0, 36.0], oz1jVIy4go, 5721194]
[paragraph, [225.0, 1883.0, 1265.0, 36.0], 3P-TbMfi-v, 5721194]
[paragraph, [225.0, 1919.0, 1265.0, 36.0], 3P-TbMfi-v, 5721194]
[paragraph, [227.0, 1988.0, 1261.0, 36.0], OgvFJqrC-1, 5721194]
[paragraph, [227.0, 2024.0, 1261.0, 36.0], OgvFJqrC-1, 5721194]
[paragraph, [228.0, 2091.0, 1262.0, 36.0], shoonya_1sPH5IH2MA13O9, 5721194]
[paragraph, [228.0, 2127.0, 1262.0, 36.0], shoonya_1sPH5IH2MA13O9, 5721194]
