[2200, 1700]
[paragraph, [391.0, 99.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 135.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 171.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 207.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 243.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 279.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 315.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 351.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 387.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 423.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 459.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 495.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 531.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 567.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 603.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 639.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 675.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 711.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 747.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 783.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 819.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 855.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 891.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 927.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 963.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 999.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [391.0, 1035.0, 1159.0, 36.0], shoonya_1sOW01W899DAN5, 5730997]
[paragraph, [403.0, 1076.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1112.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1148.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1184.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1220.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1256.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1292.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1328.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1364.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1400.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1436.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1472.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1508.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1544.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1580.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1616.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1652.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1688.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[paragraph, [403.0, 1724.0, 1101.0, 36.0], shoonya_0sX9AYT3PMCXZT, 5730997]
[section-title, [407.0, 1779.0, 1039.0, 52.5], cPKk4TrLBx, 5730997]
[paragraph, [407.0, 1851.0, 1095.0, 36.0], Yqs9hQRiKe, 5730997]
[paragraph, [407.0, 1887.0, 1095.0, 36.0], Yqs9hQRiKe, 5730997]
[paragraph, [407.0, 1923.0, 1095.0, 36.0], Yqs9hQRiKe, 5730997]
[folio, [407.0, 2053.0, 360.0, 36.0], NnTK7MgmI6, 5730997]
