[1723, 1092]
[paragraph, [104.0, 102.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 138.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 174.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 210.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 246.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 282.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 318.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 354.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 390.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 426.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 462.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 498.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 534.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 570.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 606.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 642.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 678.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 714.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 750.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 786.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 822.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 858.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 894.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 930.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 966.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1002.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1038.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1074.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1110.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1146.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1182.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1218.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1254.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1290.0, 886.0, 36.0], shoonya_0sCLDU1CBBIETW, 5681760]
[paragraph, [104.0, 1349.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
[paragraph, [104.0, 1385.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
[paragraph, [104.0, 1421.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
[paragraph, [104.0, 1457.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
[paragraph, [104.0, 1493.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
[paragraph, [104.0, 1529.0, 885.0, 36.0], shoonya_1sL16KUH1ZM2IQ, 5681760]
