[2137, 1600]
[paragraph, [236.0, 118.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 154.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 190.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 226.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 262.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 298.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 334.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 370.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 406.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 442.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 478.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 514.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 550.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 586.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 622.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 658.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 694.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [236.0, 730.0, 1150.0, 36.0], shoonya_2sLRU9ZHRS2GPW, 5659995]
[paragraph, [125.0, 801.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 837.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 873.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 909.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 945.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 981.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1017.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1053.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1089.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1125.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1161.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1197.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1233.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1269.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [125.0, 1305.0, 1256.0, 36.0], shoonya_0sF8WG85JRMPDT, 5659995]
[paragraph, [234.0, 1362.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1398.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1434.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1470.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1506.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1542.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1578.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1614.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1650.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [234.0, 1686.0, 1143.0, 36.0], shoonya_1sMP4L2FGNGFL1, 5659995]
[paragraph, [231.0, 1741.0, 1148.0, 36.0], shoonya_3sO25L0G78GEUB, 5659995]
[paragraph, [231.0, 1777.0, 1148.0, 36.0], shoonya_3sO25L0G78GEUB, 5659995]
[paragraph, [231.0, 1813.0, 1148.0, 36.0], shoonya_3sO25L0G78GEUB, 5659995]
[paragraph, [231.0, 1849.0, 1148.0, 36.0], shoonya_3sO25L0G78GEUB, 5659995]
[paragraph, [231.0, 1885.0, 1148.0, 36.0], shoonya_3sO25L0G78GEUB, 5659995]
[folio, [34.0, 1981.0, 185.0, 36.0], rZb6I0NV2h, 5659995]
