[1447, 1063]
[folio, [433.0, 56.0, 193.0, 18.0], Auoebx4nWb, 5762397]
[headline, [122.0, 89.0, 826.0, 25.5], gbf6j5cXV0, 5762397]
[headline, [122.0, 114.5, 826.0, 25.5], gbf6j5cXV0, 5762397]
[paragraph, [94.0, 347.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 365.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 383.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 401.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 419.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 437.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 455.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 473.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 491.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 509.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 527.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 545.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 563.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 581.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 599.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 617.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 635.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 653.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 671.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 689.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 707.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 725.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 743.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 761.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 779.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 797.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 815.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 833.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 851.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 869.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 887.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 905.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 923.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [94.0, 941.0, 430.0, 18.0], shoonya_0sZ1JDJWKIW3HE, 5762397]
[paragraph, [532.0, 347.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[paragraph, [532.0, 365.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[paragraph, [532.0, 383.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[paragraph, [532.0, 401.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[paragraph, [532.0, 419.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[paragraph, [532.0, 437.0, 435.0, 18.0], UnNAjrdcYn, 5762397]
[answer, [536.0, 522.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 540.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 558.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 576.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 594.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 612.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 630.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 648.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 666.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 684.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 702.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 720.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[answer, [536.0, 738.0, 432.0, 18.0], 7xlW2BoaqJ, 5762397]
[section-title, [539.0, 765.0, 283.0, 30.0], o5n6PgPHKa, 5762397]
[paragraph, [538.0, 811.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 829.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 847.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 865.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 883.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 901.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 919.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 937.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 955.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 973.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 991.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1009.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1027.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1045.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1063.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1081.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1099.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1117.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1135.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1153.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1171.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [538.0, 1189.0, 433.0, 18.0], 3OxHObJjh7, 5762397]
[paragraph, [89.0, 975.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 993.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1011.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1029.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1047.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1065.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1083.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1101.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1119.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1137.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1155.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1173.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1191.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1209.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1227.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1245.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1263.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1281.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [89.0, 1299.0, 436.0, 18.0], jWWejNa_cG, 5762397]
[paragraph, [538.0, 1230.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
[paragraph, [538.0, 1248.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
[paragraph, [538.0, 1266.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
[paragraph, [538.0, 1284.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
[paragraph, [538.0, 1302.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
[paragraph, [538.0, 1320.0, 435.0, 18.0], 0IewNxUP-N, 5762397]
