[2339, 1653]
[paragraph, [387.0, 196.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 232.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 268.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 304.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 340.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 376.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 412.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 448.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [387.0, 484.0, 1080.0, 36.0], shoonya_2s3TZBH9XIA8OR, 5734008]
[paragraph, [388.0, 548.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 584.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 620.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 656.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 692.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 728.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 764.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 800.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 836.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 872.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [388.0, 908.0, 1079.0, 36.0], shoonya_0sYNUCR4FLIG3S, 5734008]
[paragraph, [390.0, 956.0, 1077.0, 36.0], shoonya_3sV1Q4H08XD7SV, 5734008]
[paragraph, [390.0, 992.0, 1077.0, 36.0], shoonya_3sV1Q4H08XD7SV, 5734008]
[paragraph, [390.0, 1028.0, 1077.0, 36.0], shoonya_3sV1Q4H08XD7SV, 5734008]
[paragraph, [390.0, 1064.0, 1077.0, 36.0], shoonya_3sV1Q4H08XD7SV, 5734008]
[paragraph, [387.0, 1137.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1173.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1209.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1245.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1281.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1317.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1353.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1389.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1425.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1461.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1497.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1533.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1569.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1605.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1641.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1677.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1713.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1749.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1785.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1821.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1857.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1893.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1929.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 1965.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 2001.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 2037.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[paragraph, [387.0, 2073.0, 1076.0, 36.0], shoonya_1s6IV3ZD2ST02N, 5734008]
[folio, [1049.0, 2181.0, 334.0, 36.0], shoonya_4sF7S0YOA4RV2M, 5734008]
