[2061, 1233]
[paragraph, [106.0, 106.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 142.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 178.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 214.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 250.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 286.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 322.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 358.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [106.0, 394.0, 1020.0, 36.0], wtrX74SBZv, 5691554]
[paragraph, [113.0, 464.0, 1002.0, 36.0], shoonya_0sOFJ0XAEE5MF5, 5691554]
[paragraph, [113.0, 500.0, 1002.0, 36.0], shoonya_0sOFJ0XAEE5MF5, 5691554]
[paragraph, [106.0, 565.0, 1020.0, 36.0], X5HZBXlIqp, 5691554]
[paragraph, [106.0, 601.0, 1020.0, 36.0], X5HZBXlIqp, 5691554]
[paragraph, [106.0, 637.0, 1020.0, 36.0], X5HZBXlIqp, 5691554]
[paragraph, [106.0, 673.0, 1020.0, 36.0], X5HZBXlIqp, 5691554]
[paragraph, [101.0, 738.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 774.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 810.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 846.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 882.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 918.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [101.0, 954.0, 1032.0, 36.0], shoonya_1sDWCOF9SYR5YI, 5691554]
[paragraph, [117.0, 1017.0, 1011.0, 36.0], AdY6gJZJIX, 5691554]
[paragraph, [117.0, 1053.0, 1011.0, 36.0], AdY6gJZJIX, 5691554]
[paragraph, [117.0, 1089.0, 1011.0, 36.0], AdY6gJZJIX, 5691554]
[paragraph, [117.0, 1125.0, 1011.0, 36.0], AdY6gJZJIX, 5691554]
[section-title, [573.0, 1341.0, 92.0, 52.5], iP7ynbMjm-, 5691554]
[paragraph, [120.0, 1418.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [120.0, 1454.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [120.0, 1490.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [120.0, 1526.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [120.0, 1562.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [120.0, 1598.0, 988.0, 36.0], shoonya_3sMADI3NSAQYUC, 5691554]
[paragraph, [119.0, 1654.0, 989.0, 36.0], shoonya_4sL5NZS4F5OPMJ, 5691554]
[paragraph, [119.0, 1690.0, 989.0, 36.0], shoonya_4sL5NZS4F5OPMJ, 5691554]
[paragraph, [119.0, 1726.0, 989.0, 36.0], shoonya_4sL5NZS4F5OPMJ, 5691554]
[paragraph, [117.0, 1768.0, 995.0, 36.0], rd8E7UPkIx, 5691554]
[paragraph, [117.0, 1804.0, 995.0, 36.0], rd8E7UPkIx, 5691554]
[paragraph, [117.0, 1840.0, 995.0, 36.0], rd8E7UPkIx, 5691554]
