[1253, 932]
[chapter-title, [315.0, 54.0, 160.0, 30.0], shoonya_11sTFV9D4RYA9H, 5776381]
[paragraph, [86.0, 92.0, 618.0, 18.0], shoonya_8sMMU2VR8WG0QO, 5776381]
[paragraph, [86.0, 110.0, 618.0, 18.0], shoonya_8sMMU2VR8WG0QO, 5776381]
[paragraph, [86.0, 142.0, 620.0, 18.0], shoonya_2s93GLEZDZG9JK, 5776381]
[paragraph, [86.0, 160.0, 620.0, 18.0], shoonya_2s93GLEZDZG9JK, 5776381]
[paragraph, [86.0, 178.0, 620.0, 18.0], shoonya_2s93GLEZDZG9JK, 5776381]
[paragraph, [86.0, 196.0, 620.0, 18.0], shoonya_2s93GLEZDZG9JK, 5776381]
[paragraph, [87.0, 242.0, 618.0, 18.0], shoonya_1sTCPKXFUAACP7, 5776381]
[paragraph, [87.0, 260.0, 618.0, 18.0], shoonya_1sTCPKXFUAACP7, 5776381]
[paragraph, [87.0, 278.0, 618.0, 18.0], shoonya_1sTCPKXFUAACP7, 5776381]
[paragraph, [87.0, 296.0, 618.0, 18.0], shoonya_1sTCPKXFUAACP7, 5776381]
[paragraph, [87.0, 314.0, 618.0, 18.0], shoonya_1sTCPKXFUAACP7, 5776381]
[paragraph, [89.0, 342.0, 617.0, 18.0], shoonya_4sI7C12V66SHDP, 5776381]
[paragraph, [89.0, 360.0, 617.0, 18.0], shoonya_4sI7C12V66SHDP, 5776381]
[paragraph, [89.0, 378.0, 617.0, 18.0], shoonya_4sI7C12V66SHDP, 5776381]
[paragraph, [89.0, 396.0, 617.0, 18.0], shoonya_4sI7C12V66SHDP, 5776381]
[paragraph, [89.0, 414.0, 617.0, 18.0], shoonya_4sI7C12V66SHDP, 5776381]
[paragraph, [89.0, 442.0, 617.0, 18.0], shoonya_6sOTKVOJLA4VRQ, 5776381]
[paragraph, [89.0, 460.0, 617.0, 18.0], shoonya_6sOTKVOJLA4VRQ, 5776381]
[paragraph, [89.0, 478.0, 617.0, 18.0], shoonya_6sOTKVOJLA4VRQ, 5776381]
[paragraph, [89.0, 496.0, 617.0, 18.0], shoonya_6sOTKVOJLA4VRQ, 5776381]
[paragraph, [90.0, 519.0, 615.0, 18.0], shoonya_3s8ZRTD6QP4MAL, 5776381]
[paragraph, [90.0, 537.0, 615.0, 18.0], shoonya_3s8ZRTD6QP4MAL, 5776381]
[paragraph, [90.0, 555.0, 615.0, 18.0], shoonya_3s8ZRTD6QP4MAL, 5776381]
[paragraph, [90.0, 573.0, 615.0, 18.0], shoonya_3s8ZRTD6QP4MAL, 5776381]
[paragraph, [90.0, 591.0, 615.0, 18.0], shoonya_3s8ZRTD6QP4MAL, 5776381]
[paragraph, [90.0, 623.0, 627.0, 18.0], shoonya_7sXD17UDKD4PXJ, 5776381]
[paragraph, [90.0, 641.0, 627.0, 18.0], shoonya_7sXD17UDKD4PXJ, 5776381]
[paragraph, [90.0, 659.0, 627.0, 18.0], shoonya_7sXD17UDKD4PXJ, 5776381]
[paragraph, [90.0, 677.0, 627.0, 18.0], shoonya_7sXD17UDKD4PXJ, 5776381]
[paragraph, [90.0, 695.0, 627.0, 18.0], shoonya_7sXD17UDKD4PXJ, 5776381]
[paragraph, [91.0, 723.0, 620.0, 18.0], shoonya_10s98TL85AGJK9, 5776381]
[paragraph, [91.0, 741.0, 620.0, 18.0], shoonya_10s98TL85AGJK9, 5776381]
[paragraph, [91.0, 759.0, 620.0, 18.0], shoonya_10s98TL85AGJK9, 5776381]
[paragraph, [91.0, 780.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 798.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 816.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 834.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 852.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 870.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 888.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [91.0, 906.0, 621.0, 18.0], shoonya_0sL6BTZUUJ1D34, 5776381]
[paragraph, [93.0, 937.0, 621.0, 18.0], shoonya_5sWQMMUEEPAJ8O, 5776381]
[paragraph, [93.0, 955.0, 621.0, 18.0], shoonya_5sWQMMUEEPAJ8O, 5776381]
[paragraph, [93.0, 973.0, 621.0, 18.0], shoonya_5sWQMMUEEPAJ8O, 5776381]
[paragraph, [93.0, 991.0, 621.0, 18.0], shoonya_5sWQMMUEEPAJ8O, 5776381]
[paragraph, [92.0, 1014.0, 624.0, 18.0], shoonya_9sJKEW1SAQ8WDQ, 5776381]
[paragraph, [92.0, 1032.0, 624.0, 18.0], shoonya_9sJKEW1SAQ8WDQ, 5776381]
[paragraph, [92.0, 1050.0, 624.0, 18.0], shoonya_9sJKEW1SAQ8WDQ, 5776381]
[paragraph, [92.0, 1068.0, 624.0, 18.0], shoonya_9sJKEW1SAQ8WDQ, 5776381]
