[2230, 1630]
[placeholder-text, [1211.0, 67.0, 322.0, 18.0], AjUDYrzaQb, 5758397]
[placeholder-text, [1211.0, 85.0, 322.0, 18.0], AjUDYrzaQb, 5758397]
[placeholder-text, [1211.0, 103.0, 322.0, 18.0], AjUDYrzaQb, 5758397]
[placeholder-text, [1211.0, 121.0, 322.0, 18.0], AjUDYrzaQb, 5758397]
[chapter-title, [319.0, 95.0, 457.0, 70.5], shoonya_2sBG2XQIUU16DP, 5758397]
[paragraph, [265.0, 315.0, 1137.0, 36.0], shoonya_4s3WNTV2LWWAEK, 5758397]
[paragraph, [265.0, 351.0, 1137.0, 36.0], shoonya_4s3WNTV2LWWAEK, 5758397]
[paragraph, [265.0, 387.0, 1137.0, 36.0], shoonya_4s3WNTV2LWWAEK, 5758397]
[paragraph, [265.0, 423.0, 1137.0, 36.0], shoonya_4s3WNTV2LWWAEK, 5758397]
[paragraph, [265.0, 459.0, 1137.0, 36.0], shoonya_4s3WNTV2LWWAEK, 5758397]
[paragraph, [102.0, 503.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 539.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 575.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 611.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 647.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 683.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 719.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 755.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 791.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [102.0, 827.0, 1427.0, 36.0], shoonya_1sUTWNL3HXGIG3, 5758397]
[paragraph, [106.0, 860.0, 1438.0, 36.0], hicT_IbQnp, 5758397]
[paragraph, [106.0, 896.0, 1438.0, 36.0], hicT_IbQnp, 5758397]
[paragraph, [106.0, 932.0, 1438.0, 36.0], hicT_IbQnp, 5758397]
[paragraph, [106.0, 968.0, 1438.0, 36.0], hicT_IbQnp, 5758397]
[paragraph, [106.0, 1004.0, 1438.0, 36.0], hicT_IbQnp, 5758397]
[paragraph, [93.0, 1038.0, 1442.0, 36.0], VgFlOhXlje, 5758397]
[paragraph, [93.0, 1074.0, 1442.0, 36.0], VgFlOhXlje, 5758397]
[paragraph, [93.0, 1110.0, 1442.0, 36.0], VgFlOhXlje, 5758397]
[paragraph, [99.0, 1164.0, 1436.0, 36.0], L9ErQmHv1H, 5758397]
[paragraph, [99.0, 1200.0, 1436.0, 36.0], L9ErQmHv1H, 5758397]
[paragraph, [99.0, 1236.0, 1436.0, 36.0], L9ErQmHv1H, 5758397]
[paragraph, [99.0, 1275.0, 1421.0, 36.0], feoKm_zHav, 5758397]
[paragraph, [99.0, 1311.0, 1421.0, 36.0], feoKm_zHav, 5758397]
[paragraph, [714.0, 1338.0, 832.0, 36.0], OBtCKh9pIR, 5758397]
[paragraph, [714.0, 1374.0, 832.0, 36.0], OBtCKh9pIR, 5758397]
[paragraph, [714.0, 1410.0, 832.0, 36.0], OBtCKh9pIR, 5758397]
[paragraph, [771.0, 1444.0, 781.0, 36.0], XQbG_T7AXv, 5758397]
[paragraph, [771.0, 1480.0, 781.0, 36.0], XQbG_T7AXv, 5758397]
[paragraph, [771.0, 1516.0, 781.0, 36.0], XQbG_T7AXv, 5758397]
[paragraph, [771.0, 1552.0, 781.0, 36.0], XQbG_T7AXv, 5758397]
[paragraph, [771.0, 1588.0, 781.0, 36.0], XQbG_T7AXv, 5758397]
[paragraph, [1024.0, 1626.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1662.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1698.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1734.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1770.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1806.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1842.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1024.0, 1878.0, 530.0, 36.0], G81KxugVR5, 5758397]
[paragraph, [1146.0, 1919.0, 379.0, 36.0], 8heNrW-e1h, 5758397]
[paragraph, [1146.0, 1955.0, 379.0, 36.0], 8heNrW-e1h, 5758397]
[paragraph, [1146.0, 1991.0, 379.0, 36.0], 8heNrW-e1h, 5758397]
[paragraph, [1146.0, 2027.0, 379.0, 36.0], 8heNrW-e1h, 5758397]
[paragraph, [1146.0, 2063.0, 379.0, 36.0], 8heNrW-e1h, 5758397]
