[1387, 987]
[paragraph, [76.0, 70.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 88.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 106.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 124.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 142.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 160.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 178.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 196.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 214.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 232.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 250.0, 819.0, 18.0], shoonya_1sZC93Z9183H12, 5652947]
[paragraph, [76.0, 275.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 293.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 311.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 329.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 347.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 365.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 383.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 401.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 419.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 437.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 455.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 473.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 491.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 509.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 527.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 545.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 563.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 581.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 599.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 617.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 635.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 653.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 671.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 689.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 707.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 725.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 743.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 761.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [76.0, 779.0, 822.0, 18.0], shoonya_2sTD82XF9L2FUH, 5652947]
[paragraph, [62.0, 802.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 820.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 838.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 856.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 874.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 892.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 910.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 928.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 946.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 964.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 982.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1000.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1018.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1036.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1054.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1072.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1090.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1108.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1126.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1144.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1162.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1180.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1198.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1216.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1234.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1252.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
[paragraph, [62.0, 1270.0, 839.0, 18.0], shoonya_0s245CU54AENT7, 5652947]
