[837, 612]
[section-title, [262.0, 26.0, 76.0, 30.0], _JfaZUwzEB, 6459822]
[paragraph, [86.0, 77.0, 438.0, 18.0], shoonya_0sPDPFK53WGUG8, 6459822]
[paragraph, [86.0, 95.0, 438.0, 18.0], shoonya_0sPDPFK53WGUG8, 6459822]
[paragraph, [86.0, 113.0, 438.0, 18.0], shoonya_0sPDPFK53WGUG8, 6459822]
[paragraph, [86.0, 131.0, 438.0, 18.0], shoonya_0sPDPFK53WGUG8, 6459822]
[paragraph, [80.0, 149.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 167.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 185.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 203.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 221.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 239.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 257.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 275.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 293.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 311.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 329.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 347.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 365.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 383.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [80.0, 401.0, 441.0, 18.0], op7zQ3twc1, 6459822]
[paragraph, [76.0, 433.0, 444.0, 18.0], lq_ws-FXFP, 6459822]
[paragraph, [76.0, 451.0, 444.0, 18.0], lq_ws-FXFP, 6459822]
[paragraph, [76.0, 469.0, 444.0, 18.0], lq_ws-FXFP, 6459822]
[paragraph, [76.0, 487.0, 444.0, 18.0], lq_ws-FXFP, 6459822]
[paragraph, [76.0, 505.0, 444.0, 18.0], lq_ws-FXFP, 6459822]
[paragraph, [74.0, 526.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 544.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 562.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 580.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 598.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 616.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 634.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 652.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 670.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 688.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 706.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 724.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[paragraph, [74.0, 742.0, 441.0, 18.0], SPdUW67rEm, 6459822]
[footnote, [80.0, 773.0, 444.0, 18.0], yRDXE1tru_, 6459822]
[footnote, [80.0, 791.0, 444.0, 18.0], yRDXE1tru_, 6459822]
