[3300, 2550]
[paragraph, [337.0, 261.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 313.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 366.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 418.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 471.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 523.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 576.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 628.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 681.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 733.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 786.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 838.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 891.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 943.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 996.0, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [337.0, 1048.5, 1953.0, 52.5], qkCsvcaGa-, 5720654]
[paragraph, [362.0, 1257.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1309.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1362.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1414.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1467.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1519.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1572.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1624.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1677.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1729.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1782.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1834.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1887.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1939.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 1992.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 2044.5, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [362.0, 2097.0, 1911.0, 52.5], shoonya_1sTOQ0SM9AUORH, 5720654]
[paragraph, [360.0, 2225.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2277.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2330.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2382.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2435.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2487.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2540.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2592.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2645.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2697.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2750.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2802.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2855.0, 1912.0, 52.5], jfhVtARbX6, 5720654]
[paragraph, [360.0, 2907.5, 1912.0, 52.5], jfhVtARbX6, 5720654]
