[1806, 1178]
[section-title, [342.0, 219.0, 552.0, 49.5], 6yXUOFQpaK, 5750774]
[paragraph, [143.0, 321.0, 946.0, 36.0], LGnfpJ2m3y, 5750774]
[paragraph, [143.0, 357.0, 946.0, 36.0], LGnfpJ2m3y, 5750774]
[paragraph, [143.0, 393.0, 946.0, 36.0], LGnfpJ2m3y, 5750774]
[paragraph, [143.0, 429.0, 946.0, 36.0], LGnfpJ2m3y, 5750774]
[ordered-list, [147.0, 461.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 497.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 533.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 569.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 605.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 641.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 677.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 713.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 749.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 785.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 821.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 857.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 893.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 929.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 965.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1001.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1037.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1073.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1109.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1145.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1181.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1217.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1253.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1289.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1325.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1361.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1397.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1433.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1469.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1505.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1541.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[ordered-list, [147.0, 1577.0, 959.0, 36.0], XOFRXBlW2t, 5750774]
[folio, [558.0, 1621.0, 163.0, 36.0], X438SkAEkx, 5750774]
