[5500, 3644]
[dateline, [1396.0, 46.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 98.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 151.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 203.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 256.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 308.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 361.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 413.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 466.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 518.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 571.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 623.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 676.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 728.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 781.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 833.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 886.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 938.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 991.0, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[dateline, [1396.0, 1043.5, 1795.0, 52.5], shoonya_0sZ8DHHKLBRDJF, 5709886]
[section-title, [1421.0, 455.0, 532.0, 93.0], UbUONlv2kh, 5709886]
[section-title, [1421.0, 548.0, 532.0, 93.0], UbUONlv2kh, 5709886]
[section-title, [1421.0, 641.0, 532.0, 93.0], UbUONlv2kh, 5709886]
[section-title, [1350.0, 2216.0, 565.0, 93.0], 9WSl8ZfjlC, 5709886]
[section-title, [1350.0, 2309.0, 565.0, 93.0], 9WSl8ZfjlC, 5709886]
[contact-info, [1202.0, 4145.0, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4197.5, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4250.0, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4302.5, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4355.0, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4407.5, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4460.0, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4512.5, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4565.0, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
[contact-info, [1202.0, 4617.5, 1387.0, 52.5], shoonya_3sMAI4MTQR77I8, 5709886]
