[1461, 1106]
[section-title, [188.0, 146.0, 200.0, 30.0], WYxveJ8obD, 5759607]
[unordered-list, [179.0, 221.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 239.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 257.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 275.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 293.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 311.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 329.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 347.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 365.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 383.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 401.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 419.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 437.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 455.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 473.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 491.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 509.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 527.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 545.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 563.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 581.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 599.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 617.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 635.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 653.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[unordered-list, [179.0, 671.0, 784.0, 18.0], shoonya_0s7HL6Z6UJ6JBT, 5759607]
[section-title, [163.0, 769.0, 127.0, 30.0], Pb-Hgq7HYG, 5759607]
[unordered-list, [160.0, 815.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 833.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 851.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 869.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 887.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 905.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 923.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 941.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 959.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 977.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 995.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1013.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1031.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1049.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1067.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1085.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1103.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1121.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1139.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1157.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1175.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1193.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[unordered-list, [160.0, 1211.0, 810.0, 18.0], shoonya_1sM5JOX5TIY5X3, 5759607]
[folio, [193.0, 1342.0, 153.0, 18.0], cLEBjfoTyG, 5759607]
