[748, 463]
[chapter-title, [175.0, 152.0, 248.0, 30.0], shoonya_5sCPKX2ZURDBFL, 6534143]
[paragraph, [137.0, 214.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 232.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 250.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 268.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 286.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 304.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 322.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 340.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 358.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 376.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [137.0, 394.0, 320.0, 18.0], shoonya_1sIUZPACG0UM8O, 6534143]
[paragraph, [130.0, 414.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 432.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 450.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 468.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 486.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 504.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 522.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 540.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 558.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 576.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 594.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 612.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 630.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
[paragraph, [130.0, 648.0, 319.0, 18.0], shoonya_0sJSAUBM0577R9, 6534143]
