[1518, 1004]
[section-title, [398.0, 62.0, 239.0, 49.5], shoonya_11sRZ859I6UB71, 6471714]
[author, [749.0, 98.0, 186.0, 36.0], shoonya_9sM67Z9D0JSO91, 6471714]
[headline, [170.0, 151.0, 674.0, 37.5], shoonya_8sV9AWYRL0VZLV, 6471714]
[headline, [170.0, 188.5, 674.0, 37.5], shoonya_8sV9AWYRL0VZLV, 6471714]
[paragraph, [659.0, 234.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 270.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 306.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 342.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 378.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 414.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 450.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 486.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 522.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 558.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [659.0, 594.0, 296.0, 36.0], shoonya_7s2TATV2J9J6PY, 6471714]
[paragraph, [50.0, 239.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 275.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 311.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 347.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 383.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 419.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 455.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 491.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 527.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 563.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
[paragraph, [50.0, 599.0, 305.0, 36.0], shoonya_2sNGYJJIWZK4QL, 6471714]
