[1754, 1241]
[section-title, [370.0, 94.0, 494.0, 49.5], B2dZVWMvHH, 5707006]
[section-title, [370.0, 143.5, 494.0, 49.5], B2dZVWMvHH, 5707006]
[ordered-list, [139.0, 310.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 346.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 382.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 418.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 454.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 490.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 526.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 562.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 598.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 634.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 670.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 706.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 742.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 778.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 814.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 850.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 886.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 922.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 958.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 994.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1030.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1066.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1102.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1138.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1174.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1210.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1246.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1282.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1318.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1354.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1390.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1426.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1462.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1498.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1534.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1570.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[ordered-list, [139.0, 1606.0, 983.0, 36.0], vEefQFcCAn, 5707006]
[sub-ordered-list, [203.0, 365.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 401.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 437.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 473.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 509.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 545.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 581.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 617.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 653.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 689.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 725.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 761.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 797.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 833.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 869.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 905.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 941.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 977.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1013.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1049.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1085.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
[sub-ordered-list, [203.0, 1121.0, 902.0, 36.0], shoonya_0sOOJ18C114T29, 5707006]
