[1238, 769]
[paragraph, [66.0, 60.0, 635.0, 18.0], 4eJX4xDbZv, 6469856]
[paragraph, [66.0, 78.0, 635.0, 18.0], 4eJX4xDbZv, 6469856]
[paragraph, [66.0, 96.0, 635.0, 18.0], 4eJX4xDbZv, 6469856]
[paragraph, [110.0, 128.0, 309.0, 18.0], x2E9SAEYe4, 6469856]
[paragraph, [109.0, 156.0, 367.0, 18.0], WJzTrSNkCe, 6469856]
[paragraph, [114.0, 189.0, 358.0, 18.0], swJ39k6WjU, 6469856]
[paragraph, [66.0, 216.0, 627.0, 18.0], -podL3zhwD, 6469856]
[paragraph, [66.0, 234.0, 627.0, 18.0], -podL3zhwD, 6469856]
[paragraph, [66.0, 252.0, 627.0, 18.0], -podL3zhwD, 6469856]
[paragraph, [70.0, 279.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 297.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 315.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 333.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 351.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 369.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 387.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 405.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 423.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 441.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 459.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 477.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 495.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 513.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 531.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 549.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 567.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [70.0, 585.0, 626.0, 18.0], vF2EXUlIeg, 6469856]
[paragraph, [66.0, 613.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 631.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 649.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 667.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 685.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 703.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 721.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 739.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 757.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 775.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 793.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 811.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 829.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [66.0, 847.0, 632.0, 18.0], shoonya_0sR7NVT5EDMTCQ, 6469856]
[paragraph, [64.0, 884.0, 632.0, 18.0], 35lMfsKo2T, 6469856]
[paragraph, [64.0, 902.0, 632.0, 18.0], 35lMfsKo2T, 6469856]
[paragraph, [64.0, 920.0, 632.0, 18.0], 35lMfsKo2T, 6469856]
[paragraph, [62.0, 950.0, 639.0, 18.0], VfJeLwE9_c, 6469856]
[paragraph, [62.0, 968.0, 639.0, 18.0], VfJeLwE9_c, 6469856]
[paragraph, [62.0, 986.0, 639.0, 18.0], VfJeLwE9_c, 6469856]
[paragraph, [62.0, 1004.0, 639.0, 18.0], VfJeLwE9_c, 6469856]
[paragraph, [62.0, 1035.0, 639.0, 18.0], v8V734Lxtn, 6469856]
[paragraph, [62.0, 1053.0, 639.0, 18.0], v8V734Lxtn, 6469856]
[paragraph, [62.0, 1071.0, 639.0, 18.0], v8V734Lxtn, 6469856]
[folio, [581.0, 1104.0, 79.0, 18.0], qAhjVilCZl, 6469856]
[folio, [581.0, 1122.0, 79.0, 18.0], qAhjVilCZl, 6469856]
