[2200, 1700]
[paragraph, [251.0, 78.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 114.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 150.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 186.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 222.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 258.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 294.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 330.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 366.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 402.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 438.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 474.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 510.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 546.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 582.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 618.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 654.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 690.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 726.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 762.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [251.0, 798.0, 1107.0, 36.0], shoonya_0s6EUGQXGSHWYA, 5731659]
[paragraph, [263.0, 873.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 909.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 945.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 981.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1017.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1053.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1089.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1125.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1161.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [263.0, 1197.0, 1086.0, 36.0], shoonya_2sH0G4U7NXWNWC, 5731659]
[paragraph, [255.0, 1267.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1303.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1339.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1375.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1411.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1447.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1483.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1519.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1555.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1591.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1627.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1663.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1699.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1735.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1771.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1807.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1843.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[paragraph, [255.0, 1879.0, 1090.0, 36.0], shoonya_1sTPYNNMHLT60D, 5731659]
[folio, [250.0, 2030.0, 356.0, 36.0], iwUS2mKzxX, 5731659]
