[2334, 1650]
[paragraph, [276.0, 165.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 201.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 237.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 273.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 309.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 345.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 381.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 417.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [276.0, 453.0, 1161.0, 36.0], shoonya_2sX465EL4FGRI8, 5652334]
[paragraph, [280.0, 506.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 542.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 578.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 614.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 650.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 686.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 722.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 758.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [280.0, 794.0, 1156.0, 36.0], shoonya_3sCGAG1ZWNT0NA, 5652334]
[paragraph, [283.0, 852.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 888.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 924.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 960.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 996.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1032.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1068.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1104.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1140.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1176.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1212.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1248.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1284.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [283.0, 1320.0, 1153.0, 36.0], shoonya_0sALRNECQ8R1M0, 5652334]
[paragraph, [275.0, 1369.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1405.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1441.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1477.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1513.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1549.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1585.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1621.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1657.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1693.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1729.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1765.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1801.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [275.0, 1837.0, 1158.0, 36.0], shoonya_1sWZ1ZIXV63JTE, 5652334]
[paragraph, [278.0, 1880.0, 1163.0, 36.0], shoonya_4sK5H0TPGI56JL, 5652334]
[paragraph, [278.0, 1916.0, 1163.0, 36.0], shoonya_4sK5H0TPGI56JL, 5652334]
[paragraph, [278.0, 1952.0, 1163.0, 36.0], shoonya_4sK5H0TPGI56JL, 5652334]
[paragraph, [278.0, 1988.0, 1163.0, 36.0], shoonya_4sK5H0TPGI56JL, 5652334]
[folio, [360.0, 2090.0, 367.0, 36.0], 4vsb4zc-9Z, 5652334]
