[1725, 1313]
[unordered-list, [678.0, 150.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 186.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 222.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 258.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 294.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 330.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 366.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 402.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 438.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 474.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 510.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 546.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 582.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 618.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 654.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 690.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 726.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 762.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 798.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [678.0, 834.0, 516.0, 36.0], OKROeiV8Vd, 5771729]
[unordered-list, [121.0, 187.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 223.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 259.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 295.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 331.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 367.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 403.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 439.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 475.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 511.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 547.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 583.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 619.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 655.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 691.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 727.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 763.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 799.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[unordered-list, [121.0, 835.0, 531.0, 36.0], shoonya_1sAIGDURA9PDX2, 5771729]
[folio, [587.0, 1580.0, 133.0, 36.0], shoonya_2s1SRL0JGTGNE0, 5771729]
