[612, 396]
[headline, [143.0, 57.0, 104.0, 25.5], QtcGe-tlfW, 5769893]
[sub-headline, [25.0, 94.0, 100.0, 25.5], WHBOIIgGtL, 5769893]
[paragraph, [29.0, 119.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 137.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 155.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 173.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 191.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 209.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [29.0, 227.0, 338.0, 18.0], AgSLN9MQj5, 5769893]
[paragraph, [56.0, 248.0, 307.0, 18.0], shoonya_0sN04C9GOLVF9Z, 5769893]
[paragraph, [26.0, 267.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 285.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 303.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 321.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 339.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 357.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 375.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 393.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 411.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 429.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 447.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 465.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 483.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 501.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 519.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 537.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
[paragraph, [26.0, 555.0, 343.0, 18.0], NG2u3dY6Q1, 5769893]
