[1265, 930]
[chapter-title, [293.0, 81.0, 262.0, 30.0], shoonya_4sL8Q3ZXOB283Z, 5776350]
[paragraph, [113.0, 119.0, 627.0, 18.0], shoonya_1sHD5BCEB4UMEH, 5776350]
[paragraph, [113.0, 137.0, 627.0, 18.0], shoonya_1sHD5BCEB4UMEH, 5776350]
[paragraph, [113.0, 155.0, 627.0, 18.0], shoonya_1sHD5BCEB4UMEH, 5776350]
[paragraph, [113.0, 173.0, 627.0, 18.0], shoonya_1sHD5BCEB4UMEH, 5776350]
[paragraph, [113.0, 191.0, 627.0, 18.0], shoonya_1sHD5BCEB4UMEH, 5776350]
[paragraph, [112.0, 210.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 228.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 246.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 264.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 282.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 300.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 318.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 336.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 354.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 372.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 390.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 408.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 426.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 444.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 462.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 480.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 498.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 516.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 534.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 552.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 570.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 588.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 606.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 624.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 642.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 660.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 678.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 696.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 714.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 732.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 750.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 768.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 786.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 804.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 822.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [112.0, 840.0, 630.0, 18.0], shoonya_2sWVRNUMWDC1ET, 5776350]
[paragraph, [119.0, 870.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 888.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 906.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 924.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 942.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 960.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 978.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 996.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1014.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1032.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1050.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1068.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1086.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
[paragraph, [119.0, 1104.0, 627.0, 18.0], shoonya_0sMG7PGTE2OVHJ, 5776350]
