[842, 596]
[paragraph, [70.0, 23.0, 492.0, 18.0], RGxWVVYxHB, 5707205]
[paragraph, [70.0, 41.0, 492.0, 18.0], RGxWVVYxHB, 5707205]
[ordered-list, [46.0, 71.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 89.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 107.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 125.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 143.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 161.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 179.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 197.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 215.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 233.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 251.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 269.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 287.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 305.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 323.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 341.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 359.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 377.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 395.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 413.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 431.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 449.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 467.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 485.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 503.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 521.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 539.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 557.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 575.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 593.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 611.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 629.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 647.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 665.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 683.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 701.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 719.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 737.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 755.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[ordered-list, [46.0, 773.0, 520.0, 18.0], shoonya_0sM271CRHULD2B, 5707205]
[sub-unordered-list, [61.0, 288.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 306.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 324.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 342.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 360.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 378.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 396.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 414.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 432.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 450.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 468.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[sub-unordered-list, [61.0, 486.0, 504.0, 18.0], 0UEr_tqGBy, 5707205]
[subsub-ordered-list, [79.0, 402.0, 391.0, 18.0], k-CtqroTCM, 5707205]
[subsub-ordered-list, [79.0, 420.0, 391.0, 18.0], k-CtqroTCM, 5707205]
[subsub-ordered-list, [79.0, 438.0, 391.0, 18.0], k-CtqroTCM, 5707205]
[subsub-ordered-list, [79.0, 456.0, 391.0, 18.0], k-CtqroTCM, 5707205]
[subsub-ordered-list, [79.0, 474.0, 391.0, 18.0], k-CtqroTCM, 5707205]
[subsub-ordered-list, [79.0, 492.0, 391.0, 18.0], k-CtqroTCM, 5707205]
