[3960, 3060]
[paragraph, [445.0, 318.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 370.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 423.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 475.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 528.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 580.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 633.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 685.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 738.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 790.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 843.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 895.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 948.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 1000.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 1053.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 1105.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 1158.0, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [445.0, 1210.5, 2311.0, 52.5], shoonya_0s2ZOO4SV6O0HF, 5698595]
[paragraph, [455.0, 1303.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1355.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1408.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1460.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1513.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1565.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1618.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1670.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1723.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1775.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1828.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1880.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1933.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 1985.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 2038.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 2090.5, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 2143.0, 2315.0, 52.5], shoonya_1sMGCJQ2E1SO5O, 5698595]
[paragraph, [455.0, 2253.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2305.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2358.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2410.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2463.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2515.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2568.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2620.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2673.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2725.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2778.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2830.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2883.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2935.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 2988.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 3040.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 3093.0, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
[paragraph, [455.0, 3145.5, 2316.0, 52.5], shoonya_2sLZ6C0Z1K1YTN, 5698595]
