[2339, 1656]
[folio, [102.0, 39.0, 678.0, 36.0], hat5YJL_Fr, 5656172]
[paragraph, [85.0, 106.0, 743.0, 36.0], PbdpfKs_GF, 5656172]
[paragraph, [85.0, 142.0, 743.0, 36.0], PbdpfKs_GF, 5656172]
[paragraph, [85.0, 178.0, 743.0, 36.0], PbdpfKs_GF, 5656172]
[paragraph, [831.0, 112.0, 753.0, 36.0], C0Hv3Uef6n, 5656172]
[paragraph, [831.0, 148.0, 753.0, 36.0], C0Hv3Uef6n, 5656172]
[paragraph, [831.0, 184.0, 753.0, 36.0], C0Hv3Uef6n, 5656172]
[section-title, [64.0, 221.0, 730.0, 52.5], 1YKF1XaEsD, 5656172]
[paragraph, [55.0, 325.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 361.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 397.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 433.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 469.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 505.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 541.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 577.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 613.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 649.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 685.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 721.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 757.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 793.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 829.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 865.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 901.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 937.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 973.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1009.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1045.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1081.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1117.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1153.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1189.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1225.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1261.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1297.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1333.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
[paragraph, [55.0, 1369.0, 767.0, 36.0], shoonya_2sD3L9KNBC2J2F, 5656172]
