[2000, 1414]
[headline, [15.0, 67.0, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 134.5, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 202.0, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 269.5, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 337.0, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 404.5, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[headline, [15.0, 472.0, 858.0, 67.5], shoonya_0s6S78D2QLPYGI, 6491293]
[paragraph, [1019.0, 1070.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1106.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1142.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1178.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1214.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1250.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1286.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1322.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1358.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1394.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1430.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1466.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1502.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1538.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1574.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1610.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1646.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1682.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1718.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1754.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [1019.0, 1790.0, 311.0, 36.0], yJ2J2fIIRt, 6491293]
[paragraph, [689.0, 1074.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1110.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1146.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1182.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1218.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1254.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1290.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1326.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1362.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1398.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1434.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1470.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1506.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1542.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1578.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1614.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1650.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1686.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [689.0, 1722.0, 309.0, 36.0], k4iMm2Ftt5, 6491293]
[paragraph, [44.0, 1416.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1452.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1488.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1524.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1560.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1596.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1632.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1668.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1704.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1740.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1776.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [44.0, 1812.0, 300.0, 36.0], C-rrzWkpcd, 6491293]
[paragraph, [374.0, 1418.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1454.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1490.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1526.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1562.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1598.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1634.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1670.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1706.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1742.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1778.0, 288.0, 36.0], en1ATLU-mj, 6491293]
[paragraph, [374.0, 1814.0, 288.0, 36.0], en1ATLU-mj, 6491293]
