[1565, 1152]
[paragraph, [80.0, 99.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 135.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 171.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 207.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 243.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 279.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 315.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 351.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [80.0, 387.0, 487.0, 36.0], shoonya_1sMO1NW1Y57BFV, 5722286]
[paragraph, [579.0, 99.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [579.0, 135.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [579.0, 171.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [579.0, 207.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [579.0, 243.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [579.0, 279.0, 481.0, 36.0], shoonya_5s410L75XJSS6B, 5722286]
[paragraph, [571.0, 365.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 401.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 437.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 473.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 509.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 545.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 581.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 617.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [571.0, 653.0, 489.0, 36.0], shoonya_3sFWNC0U799HM7, 5722286]
[paragraph, [83.0, 436.0, 482.0, 36.0], shoonya_8s4FDS7JZK901Z, 5722286]
[paragraph, [83.0, 472.0, 482.0, 36.0], shoonya_8s4FDS7JZK901Z, 5722286]
[paragraph, [83.0, 508.0, 482.0, 36.0], shoonya_8s4FDS7JZK901Z, 5722286]
[paragraph, [87.0, 596.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 632.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 668.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 704.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 740.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 776.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 812.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 848.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 884.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 920.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 956.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [87.0, 992.0, 476.0, 36.0], shoonya_2s94STRKRIWPYL, 5722286]
[paragraph, [573.0, 692.0, 485.0, 36.0], shoonya_6s93YSC30RA8HX, 5722286]
[paragraph, [573.0, 728.0, 485.0, 36.0], shoonya_6s93YSC30RA8HX, 5722286]
[paragraph, [573.0, 764.0, 485.0, 36.0], shoonya_6s93YSC30RA8HX, 5722286]
[paragraph, [573.0, 800.0, 485.0, 36.0], shoonya_6s93YSC30RA8HX, 5722286]
[paragraph, [573.0, 836.0, 485.0, 36.0], shoonya_6s93YSC30RA8HX, 5722286]
[paragraph, [578.0, 912.0, 482.0, 36.0], shoonya_4sIRD23FLIFFEL, 5722286]
[paragraph, [578.0, 948.0, 482.0, 36.0], shoonya_4sIRD23FLIFFEL, 5722286]
[paragraph, [578.0, 984.0, 482.0, 36.0], shoonya_4sIRD23FLIFFEL, 5722286]
[paragraph, [578.0, 1020.0, 482.0, 36.0], shoonya_4sIRD23FLIFFEL, 5722286]
