[872, 605]
[folio, [34.0, 31.0, 94.0, 18.0], 8JLHRLL-g6, 6457488]
[paragraph, [300.0, 69.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [300.0, 87.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [300.0, 105.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [300.0, 123.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [300.0, 141.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [300.0, 159.0, 262.0, 18.0], Ol80fjlQVr, 6457488]
[paragraph, [23.0, 72.0, 276.0, 18.0], p7g5CO1Wgs, 6457488]
[paragraph, [23.0, 90.0, 276.0, 18.0], p7g5CO1Wgs, 6457488]
[paragraph, [53.0, 112.0, 133.0, 18.0], nn7oaZfjdk, 6457488]
[paragraph, [40.0, 129.0, 235.0, 18.0], Ub1MrTlEQ6, 6457488]
[paragraph, [36.0, 149.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [36.0, 167.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [36.0, 185.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [36.0, 203.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [36.0, 221.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [36.0, 239.0, 268.0, 18.0], 9V-4fZrG9w, 6457488]
[paragraph, [316.0, 190.0, 122.0, 18.0], GLUR4b5ZUZ, 6457488]
[paragraph, [300.0, 209.0, 245.0, 18.0], fCNCYh5RlE, 6457488]
[paragraph, [304.0, 228.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 246.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 264.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 282.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 300.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 318.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 336.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 354.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 372.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [304.0, 390.0, 257.0, 18.0], i0Eiu6orRF, 6457488]
[paragraph, [38.0, 266.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 284.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 302.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 320.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 338.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 356.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 374.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 392.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 410.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 428.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 446.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 464.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 482.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 500.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 518.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
[paragraph, [38.0, 536.0, 265.0, 18.0], shoonya_0sLNN031S5Y1HH, 6457488]
