[872, 605]
[section-title, [258.0, 31.0, 86.0, 30.0], 38yRovW9ST, 6456893]
[folio, [32.0, 36.0, 95.0, 18.0], VaXyWyNpaW, 6456893]
[paragraph, [38.0, 69.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 87.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 105.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 123.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 141.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 159.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 177.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [38.0, 195.0, 259.0, 18.0], Mrn7T7r_EH, 6456893]
[paragraph, [295.0, 73.0, 260.0, 18.0], bvVJOHX9HN, 6456893]
[paragraph, [295.0, 91.0, 260.0, 18.0], bvVJOHX9HN, 6456893]
[paragraph, [297.0, 110.0, 255.0, 18.0], qfBiVJ2135, 6456893]
[paragraph, [374.0, 134.0, 108.0, 18.0], Cnl2l4674U, 6456893]
[paragraph, [299.0, 158.0, 260.0, 18.0], 0cq_jzNTLL, 6456893]
[paragraph, [299.0, 176.0, 260.0, 18.0], 0cq_jzNTLL, 6456893]
[paragraph, [299.0, 194.0, 260.0, 18.0], 0cq_jzNTLL, 6456893]
[paragraph, [299.0, 212.0, 260.0, 18.0], 0cq_jzNTLL, 6456893]
[sidebar, [129.0, 215.0, 170.0, 18.0], Haa-bZTFmL, 6456893]
[paragraph, [36.0, 234.0, 215.0, 18.0], gpjKYws66v, 6456893]
[paragraph, [300.0, 243.0, 257.0, 18.0], -RvBi3JPs6, 6456893]
[paragraph, [300.0, 261.0, 257.0, 18.0], -RvBi3JPs6, 6456893]
[paragraph, [40.0, 254.0, 260.0, 18.0], WZocZQj5r4, 6456893]
[paragraph, [40.0, 272.0, 260.0, 18.0], WZocZQj5r4, 6456893]
[paragraph, [40.0, 290.0, 260.0, 18.0], WZocZQj5r4, 6456893]
[paragraph, [40.0, 308.0, 260.0, 18.0], WZocZQj5r4, 6456893]
[paragraph, [302.0, 280.0, 242.0, 18.0], g4wzLJGiVx, 6456893]
[paragraph, [302.0, 298.0, 242.0, 18.0], g4wzLJGiVx, 6456893]
[paragraph, [302.0, 316.0, 242.0, 18.0], g4wzLJGiVx, 6456893]
[paragraph, [38.0, 331.0, 96.0, 18.0], MkaEmNNrky, 6456893]
[paragraph, [301.0, 339.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [301.0, 357.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [301.0, 375.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [301.0, 393.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [301.0, 411.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [301.0, 429.0, 260.0, 18.0], 786Pwj1Nsb, 6456893]
[paragraph, [53.0, 349.0, 240.0, 18.0], Lj3GkiAm47, 6456893]
[paragraph, [106.0, 373.0, 192.0, 18.0], iFXFtn4pDi, 6456893]
[paragraph, [39.0, 398.0, 261.0, 18.0], 7d775K-nmp, 6456893]
[paragraph, [39.0, 416.0, 261.0, 18.0], 7d775K-nmp, 6456893]
[paragraph, [36.0, 435.0, 246.0, 18.0], B9DnXEDwXX, 6456893]
[paragraph, [38.0, 459.0, 263.0, 18.0], 5WQKZs_Cvo, 6456893]
[paragraph, [38.0, 477.0, 263.0, 18.0], 5WQKZs_Cvo, 6456893]
[paragraph, [302.0, 461.0, 257.0, 18.0], I0UeYz2H6l, 6456893]
[paragraph, [302.0, 479.0, 257.0, 18.0], I0UeYz2H6l, 6456893]
[paragraph, [41.0, 494.0, 257.0, 18.0], H3Aexvxdto, 6456893]
[paragraph, [303.0, 498.0, 230.0, 18.0], Yh96xJ5cai, 6456893]
[paragraph, [38.0, 515.0, 261.0, 18.0], 3TMDctxUAy, 6456893]
[paragraph, [38.0, 533.0, 261.0, 18.0], 3TMDctxUAy, 6456893]
[paragraph, [303.0, 518.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [303.0, 536.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [303.0, 554.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [303.0, 572.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [303.0, 590.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [303.0, 608.0, 262.0, 18.0], LkGnZwjYXD, 6456893]
[paragraph, [42.0, 551.0, 258.0, 18.0], CPPWJN6QP5, 6456893]
[paragraph, [42.0, 569.0, 258.0, 18.0], CPPWJN6QP5, 6456893]
