[1241, 1241]
[section-title, [116.0, 783.0, 463.0, 30.0], C6otKhyVmL, 5726358]
[section-title, [630.0, 793.0, 154.0, 30.0], mj_WkOci9V, 5726358]
[paragraph, [105.0, 844.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 862.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 880.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 898.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 916.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 934.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 952.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 970.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 988.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1006.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1024.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1042.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1060.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1078.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1096.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [105.0, 1114.0, 491.0, 18.0], 0mgsf42EfO, 5726358]
[paragraph, [629.0, 852.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 870.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 888.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 906.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 924.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 942.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 960.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 978.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 996.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 1014.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 1032.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 1050.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 1068.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[paragraph, [629.0, 1086.0, 490.0, 18.0], shoonya_0sTKR8CUCUXCMT, 5726358]
[folio, [907.0, 1148.0, 162.0, 18.0], tKW-b9jJ7u, 5726358]
