[1387, 987]
[paragraph, [56.0, 70.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 88.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 106.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 124.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 142.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 160.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 178.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [56.0, 196.0, 767.0, 18.0], shoonya_0s0JUG2YF4GR44, 5652409]
[paragraph, [61.0, 216.0, 672.0, 18.0], CUY76QPylb, 5652409]
[paragraph, [61.0, 234.0, 672.0, 18.0], CUY76QPylb, 5652409]
[paragraph, [61.0, 252.0, 672.0, 18.0], CUY76QPylb, 5652409]
[paragraph, [69.0, 287.0, 669.0, 18.0], XGTe_RV3qc, 5652409]
[paragraph, [69.0, 305.0, 669.0, 18.0], XGTe_RV3qc, 5652409]
[paragraph, [69.0, 323.0, 669.0, 18.0], XGTe_RV3qc, 5652409]
[paragraph, [71.0, 357.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 375.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 393.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 411.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 429.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 447.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 465.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 483.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [71.0, 501.0, 824.0, 18.0], QM1rylw6mh, 5652409]
[paragraph, [73.0, 528.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 546.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 564.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 582.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 600.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 618.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 636.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 654.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 672.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [73.0, 690.0, 862.0, 18.0], xVlcx7EuFX, 5652409]
[paragraph, [67.0, 713.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 731.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 749.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 767.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 785.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 803.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 821.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 839.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 857.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 875.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 893.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 911.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 929.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 947.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 965.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 983.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1001.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1019.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1037.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1055.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1073.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1091.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1109.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1127.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1145.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1163.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1181.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1199.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1217.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1235.0, 855.0, 18.0], nVBftVbZjj, 5652409]
[paragraph, [67.0, 1253.0, 855.0, 18.0], nVBftVbZjj, 5652409]
