[1566, 1152]
[section-title, [839.0, 72.0, 201.0, 49.5], my9uXOVKli, 5713234]
[headline, [469.0, 234.0, 522.0, 37.5], shoonya_7sEO6M35CKNJ0P, 5713234]
[headline, [469.0, 271.5, 522.0, 37.5], shoonya_7sEO6M35CKNJ0P, 5713234]
[headline, [469.0, 309.0, 522.0, 37.5], shoonya_7sEO6M35CKNJ0P, 5713234]
[headline, [469.0, 346.5, 522.0, 37.5], shoonya_7sEO6M35CKNJ0P, 5713234]
[paragraph, [488.0, 422.0, 522.0, 36.0], shoonya_4s5YORGE9BVN2V, 5713234]
[paragraph, [488.0, 458.0, 522.0, 36.0], shoonya_4s5YORGE9BVN2V, 5713234]
[paragraph, [488.0, 494.0, 522.0, 36.0], shoonya_4s5YORGE9BVN2V, 5713234]
[paragraph, [488.0, 530.0, 522.0, 36.0], shoonya_4s5YORGE9BVN2V, 5713234]
[paragraph, [493.0, 583.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[paragraph, [493.0, 619.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[paragraph, [493.0, 655.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[paragraph, [493.0, 691.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[paragraph, [493.0, 727.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[paragraph, [493.0, 763.0, 517.0, 36.0], shoonya_1sYDBEDVUCRRKX, 5713234]
[figure-caption, [114.0, 724.0, 277.0, 36.0], shoonya_5sV5T3N7KI24XJ, 5713234]
[figure-caption, [114.0, 760.0, 277.0, 36.0], shoonya_5sV5T3N7KI24XJ, 5713234]
[figure-caption, [114.0, 796.0, 277.0, 36.0], shoonya_5sV5T3N7KI24XJ, 5713234]
[paragraph, [488.0, 807.0, 524.0, 36.0], shoonya_2sI2NXOQCP3H8V, 5713234]
[paragraph, [488.0, 843.0, 524.0, 36.0], shoonya_2sI2NXOQCP3H8V, 5713234]
[paragraph, [488.0, 879.0, 524.0, 36.0], shoonya_2sI2NXOQCP3H8V, 5713234]
[paragraph, [486.0, 951.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 987.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 1023.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 1059.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 1095.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 1131.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [486.0, 1167.0, 526.0, 36.0], shoonya_8s3GFLL2O0E1V1, 5713234]
[paragraph, [488.0, 1235.0, 491.0, 36.0], shoonya_10sIVZ8MNHR3NQ, 5713234]
[paragraph, [488.0, 1271.0, 491.0, 36.0], shoonya_10sIVZ8MNHR3NQ, 5713234]
[paragraph, [488.0, 1307.0, 491.0, 36.0], shoonya_10sIVZ8MNHR3NQ, 5713234]
[paragraph, [488.0, 1343.0, 491.0, 36.0], shoonya_10sIVZ8MNHR3NQ, 5713234]
[paragraph, [488.0, 1379.0, 491.0, 36.0], shoonya_10sIVZ8MNHR3NQ, 5713234]
[folio, [899.0, 1449.0, 145.0, 36.0], twqBnGlFDO, 5713234]
[folio, [161.0, 1451.0, 87.0, 36.0], VaffhkaHCA, 5713234]
