[872, 605]
[folio, [438.0, 37.0, 117.0, 18.0], WYzj6Adhg-, 6457418]
[paragraph, [301.0, 76.0, 235.0, 18.0], imOrRwejVH, 6457418]
[paragraph, [301.0, 94.0, 235.0, 18.0], imOrRwejVH, 6457418]
[paragraph, [48.0, 77.0, 228.0, 18.0], shoonya_0sN2N1R0FXXT0E, 6457418]
[paragraph, [48.0, 101.0, 252.0, 18.0], m3Kyi0cGX4, 6457418]
[paragraph, [48.0, 119.0, 252.0, 18.0], m3Kyi0cGX4, 6457418]
[paragraph, [300.0, 114.0, 224.0, 18.0], R0_2ESYGLb, 6457418]
[paragraph, [49.0, 137.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 155.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 173.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 191.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 209.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 227.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 245.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [49.0, 263.0, 250.0, 18.0], DUCxRUf5pw, 6457418]
[paragraph, [302.0, 141.0, 251.0, 18.0], 4QjpnObz7D, 6457418]
[paragraph, [302.0, 159.0, 251.0, 18.0], 4QjpnObz7D, 6457418]
[paragraph, [301.0, 179.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [301.0, 197.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [301.0, 215.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [301.0, 233.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [301.0, 251.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [301.0, 269.0, 251.0, 18.0], J7nw5kx1KU, 6457418]
[paragraph, [49.0, 293.0, 254.0, 18.0], gazcnLO8ET, 6457418]
[paragraph, [51.0, 315.0, 235.0, 18.0], ql4Iv_AvJ5, 6457418]
[paragraph, [304.0, 325.0, 249.0, 18.0], klhojDEIJw, 6457418]
[paragraph, [46.0, 338.0, 255.0, 18.0], Y_tdo1CqMZ, 6457418]
[paragraph, [46.0, 356.0, 255.0, 18.0], Y_tdo1CqMZ, 6457418]
[paragraph, [46.0, 374.0, 255.0, 18.0], Y_tdo1CqMZ, 6457418]
[paragraph, [46.0, 392.0, 255.0, 18.0], Y_tdo1CqMZ, 6457418]
[paragraph, [46.0, 410.0, 255.0, 18.0], Y_tdo1CqMZ, 6457418]
[paragraph, [301.0, 343.0, 113.0, 18.0], J21yfG3QDw, 6457418]
[paragraph, [303.0, 364.0, 253.0, 18.0], MNYTJx7ubG, 6457418]
[paragraph, [303.0, 382.0, 253.0, 18.0], MNYTJx7ubG, 6457418]
[paragraph, [302.0, 404.0, 250.0, 18.0], mV--sHIF6_, 6457418]
[paragraph, [302.0, 422.0, 250.0, 18.0], mV--sHIF6_, 6457418]
[paragraph, [49.0, 426.0, 254.0, 18.0], vipYjK81V6, 6457418]
[paragraph, [49.0, 444.0, 254.0, 18.0], vipYjK81V6, 6457418]
[paragraph, [49.0, 462.0, 254.0, 18.0], vipYjK81V6, 6457418]
[paragraph, [410.0, 446.0, 117.0, 18.0], ljFMPGgrUm, 6457418]
[paragraph, [313.0, 464.0, 161.0, 18.0], zTasLp3-b7, 6457418]
[paragraph, [305.0, 487.0, 250.0, 18.0], 2-5ut8c4y-, 6457418]
[paragraph, [305.0, 505.0, 250.0, 18.0], 2-5ut8c4y-, 6457418]
[paragraph, [49.0, 495.0, 252.0, 18.0], N4ImKxYmr2, 6457418]
[paragraph, [50.0, 521.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 539.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 557.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 575.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 593.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 611.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [50.0, 629.0, 252.0, 18.0], y2lA1ThcqG, 6457418]
[paragraph, [302.0, 522.0, 244.0, 18.0], WXn4m1UYp6, 6457418]
[paragraph, [304.0, 542.0, 217.0, 18.0], OeUT9FnDpu, 6457418]
[paragraph, [304.0, 561.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 579.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 597.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 615.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 633.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 651.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 669.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 687.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 705.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [304.0, 723.0, 253.0, 18.0], KEuvJpU_JJ, 6457418]
[paragraph, [52.0, 655.0, 251.0, 18.0], i6ZDnhTDWM, 6457418]
[paragraph, [52.0, 673.0, 251.0, 18.0], i6ZDnhTDWM, 6457418]
[paragraph, [52.0, 691.0, 251.0, 18.0], i6ZDnhTDWM, 6457418]
[reference, [48.0, 719.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [48.0, 737.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [48.0, 755.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [48.0, 773.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [48.0, 791.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [48.0, 809.0, 255.0, 18.0], kuxxM5Bt--, 6457418]
[reference, [306.0, 741.0, 250.0, 18.0], kPFwamQuLW, 6457418]
[reference, [306.0, 759.0, 250.0, 18.0], kPFwamQuLW, 6457418]
[reference, [306.0, 777.0, 250.0, 18.0], kPFwamQuLW, 6457418]
[reference, [306.0, 795.0, 250.0, 18.0], kPFwamQuLW, 6457418]
[reference, [306.0, 813.0, 250.0, 18.0], kPFwamQuLW, 6457418]
