[1754, 1241]
[section-title, [457.0, 117.0, 515.0, 49.5], shoonya_2sKS9NK8QU704U, 5719392]
[section-title, [457.0, 166.5, 515.0, 49.5], shoonya_2sKS9NK8QU704U, 5719392]
[ordered-list, [25.0, 263.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 299.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 335.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 371.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 407.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 443.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 479.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 515.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 551.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 587.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 623.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 659.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 695.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 731.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 767.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 803.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 839.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 875.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 911.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 947.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 983.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1019.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1055.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1091.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1127.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1163.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1199.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1235.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1271.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1307.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1343.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1379.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1415.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1451.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1487.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1523.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[ordered-list, [25.0, 1559.0, 1207.0, 36.0], shoonya_3sXM1G05RS7YEJ, 5719392]
[unordered-list, [38.0, 504.0, 1183.0, 36.0], 8W7IE9USk6, 5719392]
[unordered-list, [38.0, 540.0, 1183.0, 36.0], 8W7IE9USk6, 5719392]
[unordered-list, [38.0, 576.0, 1183.0, 36.0], 8W7IE9USk6, 5719392]
[unordered-list, [38.0, 612.0, 1183.0, 36.0], 8W7IE9USk6, 5719392]
[unordered-list, [38.0, 648.0, 1183.0, 36.0], 8W7IE9USk6, 5719392]
[quote, [398.0, 911.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 947.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 983.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 1019.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 1055.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 1091.0, 423.0, 36.0], wBYED5BN9O, 5719392]
[quote, [398.0, 1127.0, 423.0, 36.0], wBYED5BN9O, 5719392]
