[1755, 1240]
[headline, [332.0, 234.0, 580.0, 37.5], shoonya_12sDWQAC6W0F5I, 6471756]
[headline, [332.0, 271.5, 580.0, 37.5], shoonya_12sDWQAC6W0F5I, 6471756]
[paragraph, [69.0, 333.0, 354.0, 36.0], shoonya_7sS66GDLZ7IPWZ, 6471756]
[paragraph, [69.0, 369.0, 354.0, 36.0], shoonya_7sS66GDLZ7IPWZ, 6471756]
[paragraph, [69.0, 405.0, 354.0, 36.0], shoonya_7sS66GDLZ7IPWZ, 6471756]
[paragraph, [69.0, 441.0, 354.0, 36.0], shoonya_7sS66GDLZ7IPWZ, 6471756]
[paragraph, [69.0, 477.0, 354.0, 36.0], shoonya_7sS66GDLZ7IPWZ, 6471756]
[paragraph, [433.0, 336.0, 370.0, 36.0], shoonya_8sKY6T5FRCBL0U, 6471756]
[paragraph, [433.0, 372.0, 370.0, 36.0], shoonya_8sKY6T5FRCBL0U, 6471756]
[paragraph, [433.0, 408.0, 370.0, 36.0], shoonya_8sKY6T5FRCBL0U, 6471756]
[paragraph, [433.0, 444.0, 370.0, 36.0], shoonya_8sKY6T5FRCBL0U, 6471756]
[paragraph, [435.0, 485.0, 366.0, 36.0], shoonya_2sDB249MNR5ZFH, 6471756]
[paragraph, [64.0, 513.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[paragraph, [64.0, 549.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[paragraph, [64.0, 585.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[paragraph, [64.0, 621.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[paragraph, [64.0, 657.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[paragraph, [64.0, 693.0, 364.0, 36.0], shoonya_4s994L6QIKBFL2, 6471756]
[sidebar, [441.0, 558.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 594.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 630.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 666.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 702.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 738.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 774.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 810.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 846.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 882.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 918.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 954.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 990.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 1026.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 1062.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[sidebar, [441.0, 1098.0, 359.0, 36.0], shoonya_9sVKH1G7XGCSA4, 6471756]
[author, [962.0, 706.0, 210.0, 36.0], shoonya_10sOU45XRWD9Q5, 6471756]
[paragraph, [63.0, 750.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 786.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 822.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 858.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 894.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 930.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 966.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [63.0, 1002.0, 365.0, 36.0], shoonya_1sX0GB6CT5VB3M, 6471756]
[paragraph, [815.0, 752.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 788.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 824.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 860.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 896.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 932.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 968.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 1004.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 1040.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 1076.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [815.0, 1112.0, 356.0, 36.0], shoonya_15sDNP74M7I41R, 6471756]
[paragraph, [60.0, 1070.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1106.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1142.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1178.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1214.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1250.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1286.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [60.0, 1322.0, 365.0, 36.0], shoonya_0sPU5Z4SPBT9P1, 6471756]
[paragraph, [810.0, 1158.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1194.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1230.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1266.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1302.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1338.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1374.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1410.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1446.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1482.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [810.0, 1518.0, 361.0, 36.0], shoonya_6sVXNU6Z6Q7U1R, 6471756]
[paragraph, [434.0, 1182.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1218.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1254.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1290.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1326.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1362.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1398.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1434.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1470.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1506.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [434.0, 1542.0, 365.0, 36.0], shoonya_11sRSMUL3KOGCT, 6471756]
[paragraph, [58.0, 1386.0, 370.0, 36.0], shoonya_5sFUFRNNRQXRTR, 6471756]
[paragraph, [58.0, 1422.0, 370.0, 36.0], shoonya_5sFUFRNNRQXRTR, 6471756]
[paragraph, [58.0, 1458.0, 370.0, 36.0], shoonya_5sFUFRNNRQXRTR, 6471756]
[paragraph, [58.0, 1494.0, 370.0, 36.0], shoonya_5sFUFRNNRQXRTR, 6471756]
[paragraph, [58.0, 1530.0, 370.0, 36.0], shoonya_5sFUFRNNRQXRTR, 6471756]
[folio, [932.0, 1569.0, 233.0, 36.0], shoonya_18sUOOJIUCBD3T, 6471756]
[folio, [62.0, 1598.0, 268.0, 36.0], shoonya_17sVGZPS12YCAR, 6471756]
