[2484, 1767]
[paragraph, [289.0, 353.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 389.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 425.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 461.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 497.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 533.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 569.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 605.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 641.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 677.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 713.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 749.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 785.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 821.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 857.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 893.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 929.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 965.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1001.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1037.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1073.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1109.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1145.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1181.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1217.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1253.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1289.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1325.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1361.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1397.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1433.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1469.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1505.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1541.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1577.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1613.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1649.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1685.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1721.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1757.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1793.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1829.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1865.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1901.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1937.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 1973.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 2009.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 2045.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 2081.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
[paragraph, [289.0, 2117.0, 1285.0, 36.0], shoonya_0sIUYXBP7WU025, 5754068]
