[1240, 875]
[headline, [72.0, 114.0, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[headline, [72.0, 139.5, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[headline, [72.0, 165.0, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[headline, [72.0, 190.5, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[headline, [72.0, 216.0, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[headline, [72.0, 241.5, 719.0, 25.5], shoonya_0s159OODAXOD62, 5774324]
[paragraph, [48.0, 316.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 334.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 352.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 370.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 388.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 406.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 424.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 442.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 460.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 478.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 496.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 514.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 532.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 550.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 568.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 586.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 604.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 622.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 640.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 658.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 676.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 694.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 712.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 730.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 748.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 766.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 784.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 802.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 820.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 838.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 856.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 874.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 892.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 910.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 928.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 946.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 964.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 982.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1000.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1018.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1036.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1054.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1072.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1090.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1108.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1126.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
[paragraph, [48.0, 1144.0, 773.0, 18.0], eHXjX4cAUh, 5774324]
