[2339, 1653]
[paragraph, [325.0, 160.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 196.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 232.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 268.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 304.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 340.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 376.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 412.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 448.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 484.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 520.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 556.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 592.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 628.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [325.0, 664.0, 1138.0, 36.0], shoonya_1sXEI3F34S58AZ, 5734290]
[paragraph, [316.0, 721.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 757.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 793.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 829.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 865.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 901.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 937.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 973.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1009.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1045.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1081.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1117.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1153.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1189.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1225.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1261.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1297.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1333.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1369.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1405.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1441.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1477.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1513.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1549.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1585.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1621.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1657.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1693.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [316.0, 1729.0, 1164.0, 36.0], shoonya_0s47Y5GB028LH5, 5734290]
[paragraph, [321.0, 1775.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1811.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1847.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1883.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1919.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1955.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 1991.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 2027.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[paragraph, [321.0, 2063.0, 1155.0, 36.0], GeKwXFPUe4, 5734290]
[folio, [1114.0, 2156.0, 266.0, 36.0], shoonya_2sORVBX8YOQI9A, 5734290]
