[1259, 861]
[chapter-title, [372.0, 39.0, 216.0, 30.0], shoonya_0sTM14JSWJD19N, 5775745]
[paragraph, [149.0, 90.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 108.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 126.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 144.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 162.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 180.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [149.0, 198.0, 648.0, 18.0], UK0jbyB7fn, 5775745]
[paragraph, [145.0, 215.0, 650.0, 18.0], uP72fRGEEo, 5775745]
[paragraph, [145.0, 233.0, 650.0, 18.0], uP72fRGEEo, 5775745]
[paragraph, [145.0, 251.0, 650.0, 18.0], uP72fRGEEo, 5775745]
[paragraph, [145.0, 269.0, 650.0, 18.0], uP72fRGEEo, 5775745]
[paragraph, [145.0, 287.0, 650.0, 18.0], uP72fRGEEo, 5775745]
[paragraph, [145.0, 318.0, 652.0, 18.0], TUSwkulyBy, 5775745]
[paragraph, [145.0, 336.0, 652.0, 18.0], TUSwkulyBy, 5775745]
[paragraph, [145.0, 354.0, 652.0, 18.0], TUSwkulyBy, 5775745]
[paragraph, [145.0, 372.0, 652.0, 18.0], TUSwkulyBy, 5775745]
[paragraph, [141.0, 394.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 412.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 430.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 448.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 466.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 484.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 502.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 520.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 538.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 556.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 574.0, 664.0, 18.0], s2Fmr8_AMk, 5775745]
[paragraph, [141.0, 594.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 612.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 630.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 648.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 666.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 684.0, 665.0, 18.0], bt0KIt9ZPw, 5775745]
[paragraph, [141.0, 718.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 736.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 754.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 772.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 790.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 808.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 826.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 844.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 862.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 880.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 898.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 916.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 934.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 952.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 970.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [141.0, 988.0, 665.0, 18.0], prjTVSC9cu, 5775745]
[paragraph, [139.0, 1013.0, 671.0, 18.0], lHbE8VX7Cp, 5775745]
[paragraph, [139.0, 1031.0, 671.0, 18.0], lHbE8VX7Cp, 5775745]
[paragraph, [139.0, 1049.0, 671.0, 18.0], lHbE8VX7Cp, 5775745]
[paragraph, [139.0, 1067.0, 671.0, 18.0], lHbE8VX7Cp, 5775745]
[paragraph, [139.0, 1085.0, 671.0, 18.0], lHbE8VX7Cp, 5775745]
