[2339, 1653]
[paragraph, [248.0, 245.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 281.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 317.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 353.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 389.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 425.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 461.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 497.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 533.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 569.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 605.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 641.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 677.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 713.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 749.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 785.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [248.0, 821.0, 1155.0, 36.0], shoonya_1s0KC2ADI1JNYV, 5687004]
[paragraph, [250.0, 869.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 905.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 941.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 977.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1013.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1049.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1085.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1121.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1157.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1193.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1229.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1265.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [250.0, 1301.0, 1153.0, 36.0], shoonya_0sB7IAL2KVMFZO, 5687004]
[paragraph, [252.0, 1359.0, 1156.0, 36.0], shoonya_3s8ON5M2ZTD0WF, 5687004]
[paragraph, [252.0, 1395.0, 1156.0, 36.0], shoonya_3s8ON5M2ZTD0WF, 5687004]
[paragraph, [252.0, 1431.0, 1156.0, 36.0], shoonya_3s8ON5M2ZTD0WF, 5687004]
[paragraph, [252.0, 1467.0, 1156.0, 36.0], shoonya_3s8ON5M2ZTD0WF, 5687004]
[paragraph, [252.0, 1503.0, 1156.0, 36.0], shoonya_3s8ON5M2ZTD0WF, 5687004]
[ordered-list, [345.0, 1566.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1602.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1638.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1674.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1710.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1746.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1782.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1818.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1854.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1890.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1926.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1962.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 1998.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 2034.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
[ordered-list, [345.0, 2070.0, 510.0, 36.0], shoonya_2sT6LSKPF0ML93, 5687004]
