[1951, 1219]
[folio, [240.0, 125.0, 203.0, 36.0], kTujJMrS0v, 5682214]
[paragraph, [124.0, 210.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 246.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 282.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 318.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 354.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 390.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 426.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 462.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 498.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 534.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 570.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 606.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 642.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 678.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 714.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 750.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [124.0, 786.0, 964.0, 36.0], shoonya_0sEEDOHK3VJM80, 5682214]
[paragraph, [130.0, 851.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [130.0, 887.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [130.0, 923.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [130.0, 959.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [130.0, 995.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [130.0, 1031.0, 963.0, 36.0], Ruf0L7v-sb, 5682214]
[paragraph, [132.0, 1084.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1120.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1156.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1192.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1228.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1264.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1300.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1336.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1372.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1408.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1444.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [132.0, 1480.0, 962.0, 36.0], Uvqz88kBzO, 5682214]
[paragraph, [134.0, 1547.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1583.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1619.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1655.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1691.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1727.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1763.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
[paragraph, [134.0, 1799.0, 966.0, 36.0], yrcqHoBhFn, 5682214]
