[588, 379]
[folio, [158.0, 33.0, 156.0, 18.0], W1mipTpHka, 6492768]
[paragraph, [15.0, 67.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [15.0, 85.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [15.0, 103.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [15.0, 121.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [15.0, 139.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [15.0, 157.0, 322.0, 18.0], moR-GYOYX0, 6492768]
[paragraph, [17.0, 178.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 196.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 214.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 232.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 250.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 268.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 286.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 304.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 322.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 340.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [17.0, 358.0, 319.0, 18.0], LUY6sFKeuy, 6492768]
[paragraph, [23.0, 377.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 395.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 413.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 431.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 449.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 467.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 485.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 503.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 521.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
[paragraph, [23.0, 539.0, 313.0, 18.0], shoonya_0sZP0CYG44OQHZ, 6492768]
