[1806, 1262]
[folio, [160.0, 105.0, 511.0, 36.0], shoonya_1sF1NTGAMMY8GO, 5681408]
[paragraph, [648.0, 176.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 212.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 248.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 284.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 320.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 356.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 392.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 428.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 464.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 500.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 536.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 572.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 608.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 644.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 680.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 716.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 752.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 788.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 824.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 860.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 896.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 932.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 968.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1004.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1040.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1076.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1112.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1148.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1184.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1220.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1256.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1292.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1328.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1364.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1400.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1436.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1472.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1508.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1544.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1580.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1616.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [648.0, 1652.0, 515.0, 36.0], puM5uk0nmi, 5681408]
[paragraph, [91.0, 184.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 220.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 256.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 292.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 328.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 364.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 400.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 436.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 472.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 508.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 544.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [91.0, 580.0, 512.0, 36.0], shoonya_3sLNDNOMTEPVPQ, 5681408]
[paragraph, [92.0, 625.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 661.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 697.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 733.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 769.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 805.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 841.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 877.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [92.0, 913.0, 511.0, 36.0], shoonya_4sYA65OBNC7T9D, 5681408]
[paragraph, [97.0, 955.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 991.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1027.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
[paragraph, [97.0, 1063.0, 512.0, 36.0], shoonya_5s4LEQ787GGCNH, 5681408]
