[2200, 1700]
[paragraph, [294.0, 67.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 103.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 139.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 175.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 211.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 247.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 283.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 319.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 355.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 391.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 427.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 463.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 499.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 535.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 571.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 607.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 643.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 679.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 715.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 751.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [294.0, 787.0, 1119.0, 36.0], shoonya_1sYFQ7CVJ6QXMD, 5731264]
[paragraph, [276.0, 862.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 898.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 934.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 970.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1006.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1042.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1078.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1114.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1150.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1186.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1222.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1258.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1294.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1330.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1366.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1402.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1438.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1474.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1510.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1546.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1582.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1618.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1654.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1690.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1726.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1762.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1798.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1834.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[paragraph, [276.0, 1870.0, 1124.0, 36.0], shoonya_0sMPJWADW24FSC, 5731264]
[folio, [933.0, 2019.0, 360.0, 36.0], 2Hpmju6F04, 5731264]
